geometry,Class,Blue,Green,Red,NIR,NDSI,image_date,site_name
POINT (-121.02856697691779 48.359907478938396),4,[0.30072796],[0.35577688],[0.3562843],[0.4085714],[-0.06907129],20210828,SouthCascade
POINT (-121.0278966733791 48.35892381385662),4,[0.29742655],[0.37956744],[0.37054566],[0.37749764],[0.00273398],20210828,SouthCascade
POINT (-121.02728595022843 48.358759504918595),4,[0.35475096],[0.43174443],[0.4140804],[0.4561531],[-0.02749041],20210828,SouthCascade
POINT (-121.02812130143657 48.359396874642925),4,[0.32023627],[0.36253557],[0.37279746],[0.38623714],[-0.0316539],20210828,SouthCascade
POINT (-121.02790360595758 48.3601489487287),4,[0.27161556],[0.30468127],[0.31800374],[0.35492063],[-0.07616618],20210828,SouthCascade
POINT (-121.02742687144921 48.35969519538708),4,[0.21909323],[0.26953614],[0.2809742],[0.41294116],[-0.21012424],20210828,SouthCascade
POINT (-121.02685312524524 48.3593305825611),4,[0.31873563],[0.39416617],[0.38755924],[0.4644071],[-0.0818112],20210828,SouthCascade
POINT (-121.02607980347925 48.358756549058505),4,[0.26591316],[0.32414627],[0.33201492],[0.47533146],[-0.18910494],20210828,SouthCascade
POINT (-121.02536233126064 48.35874339847771),4,[0.30162835],[0.3701053],[0.36554167],[0.41682538],[-0.05937001],20210828,SouthCascade
POINT (-121.02506916276735 48.359235678436264),4,[0.21789274],[0.28927147],[0.27847221],[0.463436],[-0.23138408],20210828,SouthCascade
POINT (-121.02570603746217 48.35807020803849),4,[0.37545976],[0.42011952],[0.4183338],[0.46416432],[-0.04980843],20210828,SouthCascade
POINT (-121.0254233776057 48.35743817432293),4,[0.35865262],[0.429852],[0.41358],[0.4207096],[0.01074866],20210828,SouthCascade
POINT (-121.02515562318614 48.357662952907845),4,[0.41207534],[0.46932268],[0.44210276],[0.44862744],[0.02254506],20210828,SouthCascade
POINT (-121.02388816559103 48.356711399789496),4,[0.31063217],[0.37551224],[0.37429866],[0.41342667],[-0.04805749],20210828,SouthCascade
POINT (-121.02300578414452 48.35686747626603),4,[0.28091952],[0.32820147],[0.32050574],[0.43721753],[-0.14242664],20210828,SouthCascade
POINT (-121.02226729678861 48.356495041678485),4,[0.28542146],[0.33550084],[0.33001333],[0.40031743],[-0.08808777],20210828,SouthCascade
POINT (-121.02293561188505 48.35734948341717),4,[0.28392082],[0.3357712],[0.31299976],[0.4255649],[-0.11794224],20210828,SouthCascade
POINT (-121.02378259003648 48.35787703035885),4,[0.30072796],[0.34874785],[0.33576792],[0.3838095],[-0.047862],20210828,SouthCascade
POINT (-121.02368135180225 48.35841589123834),4,[0.24520436],[0.32793114],[0.31249934],[0.44474322],[-0.15117894],20210828,SouthCascade
POINT (-121.02292365669099 48.35520554387442),4,[0.20288634],[0.26602164],[0.25270164],[0.4139122],[-0.21750729],20210828,SouthCascade
POINT (-121.02282717010549 48.35458649890925),4,[0.1752746],[0.22763231],[0.23093426],[0.3289449],[-0.18202789],20210828,SouthCascade
POINT (-121.02152638212223 48.35427074064207),4,[0.18968073],[0.25466704],[0.25019965],[0.4046872],[-0.22752589],20210828,SouthCascade
POINT (-121.02129733227473 48.354601489602395),4,[0.1839783],[0.2579112],[0.25870642],[0.37361342],[-0.18321092],20210828,SouthCascade
POINT (-121.0222238904334 48.35493909555839),4,[0.17467433],[0.23736481],[0.22968327],[0.44158727],[-0.30079067],20210828,SouthCascade
POINT (-121.02198312190355 48.355379688152595),4,[0.23500001],[0.2963005],[0.30224118],[0.4461998],[-0.20188451],20210828,SouthCascade
POINT (-121.02115725156912 48.35521140458998),4,[0.23289911],[0.29440808],[0.2867288],[0.3952194],[-0.14618225],20210828,SouthCascade
POINT (-121.0203100649239 48.35503793875732),4,[0.15426566],[0.23979793],[0.22417887],[0.47533146],[-0.32935792],20210828,SouthCascade
POINT (-121.02110825400148 48.35587562793334),4,[0.22209452],[0.28656802],[0.26621243],[0.39958915],[-0.16471611],20210828,SouthCascade
POINT (-121.02112732161007 48.356282708430484),4,[0.14436144],[0.23033579],[0.21241948],[0.6205042],[-0.4585685],20210828,SouthCascade
POINT (-121.02015033469736 48.35594894787918),4,[0.23500001],[0.30170745],[0.2827256],[0.44935572],[-0.1965857],20210828,SouthCascade
POINT (-121.01934212682409 48.35552736704061),4,[0.20348659],[0.28035003],[0.29198298],[0.46683472],[-0.24958311],20210828,SouthCascade
POINT (-121.02418310025567 48.3537404774738),4,[0.27491698],[0.35550654],[0.36704287],[0.41488326],[-0.0770736],20210828,SouthCascade
POINT (-121.0232253500256 48.353636787399566),4,[0.3076309],[0.37280875],[0.36203888],[0.39740428],[-0.03193341],20210828,SouthCascade
POINT (-121.02404788982025 48.35301545197478),4,[0.28752235],[0.351992],[0.3527815],[0.37579829],[-0.03271035],20210828,SouthCascade
POINT (-121.02477685811377 48.35309580120817),4,[0.25480843],[0.33279738],[0.33501732],[0.36487392],[-0.04597658],20210828,SouthCascade
POINT (-121.02431955870775 48.352695045332354),4,[0.29802683],[0.3844337],[0.36078787],[0.4005602],[-0.02054349],20210828,SouthCascade
POINT (-121.0242454759041 48.35327268245412),4,[0.28452107],[0.3668611],[0.3562843],[0.37142855],[-0.00618652],20210828,SouthCascade
POINT (-121.02832443095609 48.35411776632439),4,[0.2764176],[0.32468697],[0.31775355],[0.3515219],[-0.03968439],20210828,SouthCascade
POINT (-121.0294329310899 48.3550950689377),4,[0.25180715],[0.31279168],[0.32450894],[0.3932773],[-0.11399114],20210828,SouthCascade
POINT (-121.03790601040478 48.37342975139146),4,[0.15066412],[0.19978656],[0.19240351],[0.2318394],[-0.0742607],20210828,SouthCascade
POINT (-121.0392160927855 48.37387366026152),4,[0.11284803],[0.19329822],[0.16463135],[0.4930532],[-0.43673688],20210828,SouthCascade
POINT (-121.03800971452918 48.372824148357985),4,[0.12905492],[0.17842913],[0.17589034],[0.20926237],[-0.07953036],20210828,SouthCascade
POINT (-121.03931069079248 48.37321538725328),4,[0.08133461],[0.16896698],[0.15512377],[0.41488326],[-0.4211975],20210828,SouthCascade
POINT (-121.03566831535802 48.37364387183269),4,[0.10534483],[0.16139725],[0.15662497],[0.25077495],[-0.21684554],20210828,SouthCascade
POINT (-121.03490492066769 48.374139908267495),4,[0.13025543],[0.18762094],[0.17814213],[0.29762837],[-0.22670291],20210828,SouthCascade
POINT (-121.03411425091947 48.374477940686134),4,[0.11494892],[0.17437392],[0.16463135],[0.27553686],[-0.22485112],20210828,SouthCascade
POINT (-121.03332647511024 48.37501851536747),4,[0.15336527],[0.2189812],[0.1996593],[0.30126983],[-0.158171],20210828,SouthCascade
POINT (-121.03191844914399 48.37558522035608),4,[0.19298212],[0.25466704],[0.24594623],[0.40444443],[-0.22724134],20210828,SouthCascade
POINT (-121.03094568409159 48.37542489810959),4,[0.18157728],[0.24493453],[0.23368645],[0.37555555],[-0.21051265],20210828,SouthCascade
POINT (-121.03162429258494 48.374529853468296),4,[0.1536654],[0.21519634],[0.2076657],[0.28112042],[-0.13282663],20210828,SouthCascade
POINT (-121.03245459413323 48.37405007105903),4,[0.08313538],[0.15328684],[0.14161299],[0.38405228],[-0.4294596],20210828,SouthCascade
POINT (-121.03399939725267 48.37344085625175),4,[0.06872925],[0.11435685],[0.11634284],[0.19202614],[-0.25350392],20210828,SouthCascade
POINT (-121.03345478318049 48.374090879684985),4,[0.07623245],[0.11868241],[0.12459942],[0.20392157],[-0.2642223],20210828,SouthCascade
POINT (-121.03399540385838 48.37490325976596),4,[0.16416986],[0.21817017],[0.2031621],[0.32069093],[-0.19025452],20210828,SouthCascade
POINT (-121.02691921395247 48.37316110155875),4,[0.05732439],[0.09921741],[0.09882886],[0.1560971],[-0.22278279],20210828,SouthCascade
POINT (-121.02751129644162 48.37408693781154),4,[0.05792465],[0.09543256],[0.09357467],[0.13327731],[-0.16547057],20210828,SouthCascade
POINT (-121.02725223146771 48.37490715271715),4,[0.07053002],[0.11165338],[0.10708544],[0.1507563],[-0.14901477],20210828,SouthCascade
POINT (-121.02695374017595 48.375591647367536),4,[0.08313538],[0.13057768],[0.12610061],[0.18522875],[-0.17305242],20210828,SouthCascade
POINT (-121.02605362173288 48.37585260078867),4,[0.10024266],[0.14896129],[0.15462337],[0.1895985],[-0.12002964],20210828,SouthCascade
POINT (-121.02517475100333 48.376143934714456),4,[0.13835888],[0.20086794],[0.18990152],[0.26169932],[-0.13150819],20210828,SouthCascade
POINT (-121.02443965360175 48.37541044647319),4,[0.12575352],[0.1862692],[0.18840031],[0.27869278],[-0.19877666],20210828,SouthCascade
POINT (-121.02431284374717 48.37439565787296),4,[0.13625799],[0.18329537],[0.19415492],[0.20999067],[-0.06787755],20210828,SouthCascade
POINT (-121.02459344168713 48.37332836461113),4,[0.0789336],[0.12922594],[0.139111],[0.16993465],[-0.13607642],20210828,SouthCascade
POINT (-121.02585174913888 48.3736589758635),4,[0.10054279],[0.15599032],[0.14211339],[0.18595704],[-0.08763549],20210828,SouthCascade
POINT (-121.02603041447773 48.37450972468417),4,[0.09544062],[0.13057768],[0.1351078],[0.1602241],[-0.10194715],20210828,SouthCascade
POINT (-121.02553727374226 48.3752731326851),4,[0.08823755],[0.13490324],[0.12660101],[0.14954248],[-0.05146586],20210828,SouthCascade
POINT (-121.02528888051397 48.37420361011501),4,[0.11614943],[0.15896413],[0.15237157],[0.20319328],[-0.12212687],20210828,SouthCascade
POINT (-121.0404163632085 48.375073056871884),4,[0.2142912],[0.2681844],[0.24944903],[0.31777775],[-0.08463577],20210828,SouthCascade
POINT (-121.04164507590365 48.37421045213319),4,[0.15816732],[0.2241178],[0.20866649],[0.35856208],[-0.2307344],20210828,SouthCascade
POINT (-121.04238341643803 48.37514641332174),4,[0.17767562],[0.21735913],[0.21166888],[0.24300653],[-0.05571094],20210828,SouthCascade
POINT (-121.04256546539807 48.3759222388135),4,[0.20078544],[0.24331245],[0.22242747],[0.31170866],[-0.12323173],20210828,SouthCascade
POINT (-121.04387027672931 48.37485098753331),4,[0.21489145],[0.260074],[0.24519564],[0.29034546],[-0.05499709],20210828,SouthCascade
POINT (-121.04310461477942 48.37375703483871),4,[0.15516603],[0.20194933],[0.19390471],[0.27723622],[-0.15711428],20210828,SouthCascade
POINT (-121.04287092034612 48.37286777199125),4,[0.14015965],[0.20735627],[0.20466329],[0.4032306],[-0.32079682],20210828,SouthCascade
POINT (-121.04190441692703 48.37228016729894),4,[0.11074714],[0.15599032],[0.14386478],[0.25757235],[-0.24562672],20210828,SouthCascade
POINT (-121.04218952607164 48.376740993673806),4,[0.23349938],[0.2619664],[0.25220123],[0.30636787],[-0.07812562],20210828,SouthCascade
POINT (-121.04211022485906 48.37728946233757),4,[0.24940614],[0.29197496],[0.26946503],[0.31704947],[-0.0411716],20210828,SouthCascade
POINT (-121.04203341705812 48.3775644741984),4,[0.22749682],[0.2738617],[0.26070803],[0.3270028],[-0.08844104],20210828,SouthCascade
POINT (-121.04203200450071 48.37802416545881),4,[0.2217944],[0.2519636],[0.23994145],[0.31195143],[-0.10637745],20210828,SouthCascade
POINT (-121.04214154458093 48.37833458047811),4,[0.21999362],[0.24466418],[0.23243545],[0.3066106],[-0.11236944],20210828,SouthCascade
POINT (-121.0430674420599 48.37844165434375),4,[0.25060663],[0.3090068],[0.30324197],[0.33695608],[-0.04326762],20210828,SouthCascade
POINT (-121.04383423468636 48.378275227927546),4,[0.26831418],[0.3284718],[0.31700295],[0.36827263],[-0.05712399],20210828,SouthCascade
POINT (-121.04451239657536 48.3784592460959),4,[0.27881864],[0.33820432],[0.33126432],[0.42022407],[-0.10814435],20210828,SouthCascade
POINT (-121.04565652810156 48.378570271755336),4,[0.24940614],[0.31657654],[0.30299178],[0.45372546],[-0.17804565],20210828,SouthCascade
POINT (-121.0459165109909 48.3774489736888),4,[0.22569606],[0.26142573],[0.24169284],[0.29350138],[-0.05780154],20210828,SouthCascade
POINT (-121.0452323458384 48.37751799446026),4,[0.22209452],[0.25358567],[0.24469523],[0.29083097],[-0.06841323],20210828,SouthCascade
POINT (-121.04502691520372 48.377947789965695),4,[0.24700512],[0.26683268],[0.26746342],[0.3214192],[-0.09279449],20210828,SouthCascade
POINT (-121.04442654923731 48.377890306274445),4,[0.21819286],[0.25493738],[0.25145063],[0.28451914],[-0.05483622],20210828,SouthCascade
POINT (-121.04433125746392 48.377338653001985),4,[0.23109835],[0.27440238],[0.25370243],[0.2913165],[-0.02989847],20210828,SouthCascade
POINT (-121.04372150721542 48.37719079765678),4,[0.26831418],[0.3003557],[0.2829758],[0.3214192],[-0.03387642],20210828,SouthCascade
POINT (-121.0429759058545 48.37747981492179),4,[0.25991058],[0.29062322],[0.2797232],[0.33865544],[-0.07632902],20210828,SouthCascade
POINT (-121.04271269931705 48.377827081239126),4,[0.24280334],[0.2819721],[0.26295984],[0.3182633],[-0.06046158],20210828,SouthCascade
POINT (-121.04360146914708 48.37660377978454),4,[0.25090677],[0.28927147],[0.26346022],[0.3202054],[-0.05075487],20210828,SouthCascade
POINT (-121.04455214360287 48.376638546760944),4,[0.25000638],[0.28900114],[0.26120842],[0.33331463],[-0.0712074],20210828,SouthCascade
POINT (-121.04450571365838 48.37561865493481),4,[0.19568327],[0.25088218],[0.24319404],[0.3274883],[-0.13245165],20210828,SouthCascade
POINT (-121.04512194014934 48.37621477522005),4,[0.19598341],[0.24060898],[0.23543786],[0.3777404],[-0.22177015],20210828,SouthCascade
POINT (-121.04407482580505 48.3761735849407),4,[0.21789274],[0.26088503],[0.24544583],[0.33040148],[-0.11756813],20210828,SouthCascade
POINT (-121.04350457841589 48.37596085629056),4,[0.21999362],[0.260074],[0.25195104],[0.29762837],[-0.06733768],20210828,SouthCascade
POINT (-121.04351370571241 48.37562272687797),4,[0.22929758],[0.27818725],[0.24944903],[0.31170866],[-0.05682598],20210828,SouthCascade
POINT (-121.04416490356446 48.37536584315942),4,[0.18157728],[0.25061184],[0.23318605],[0.41488326],[-0.24684091],20210828,SouthCascade
POINT (-121.04291105275249 48.37619981535761),4,[0.20948915],[0.24601592],[0.23268566],[0.2585434],[-0.02482856],20210828,SouthCascade
POINT (-121.07019991958772 48.380004063597426),4,[0.38056195],[0.49716845],[0.5687038],[0.6188048],[-0.10899577],20210828,SouthCascade
POINT (-121.07017672188674 48.37951810636434),4,[0.41627714],[0.54366815],[0.5942241],[0.65012133],[-0.08917249],20210828,SouthCascade
POINT (-121.06892330250629 48.37976690804703),4,[0.3517497],[0.4858139],[0.5244184],[0.5884594],[-0.09554877],20210828,SouthCascade
POINT (-121.06913748410436 48.37924237857637),4,[0.37876117],[0.5106858],[0.5361778],[0.5981699],[-0.07889586],20210828,SouthCascade
POINT (-121.0694703408301 48.37869856060133),4,[0.32954022],[0.44309902],[0.48964068],[0.62001866],[-0.16641584],20210828,SouthCascade
POINT (-121.07304807224138 48.37769174846026),4,[0.3541507],[0.4601309],[0.48013312],[0.6430812],[-0.16583419],20210828,SouthCascade
POINT (-121.07380941972487 48.37794817252939),4,[0.40277138],[0.48067728],[0.50190043],[0.640168],[-0.14229505],20210828,SouthCascade
POINT (-121.07480232484075 48.37804451343732),4,[0.41327587],[0.5112265],[0.5141602],[0.64235294],[-0.11366921],20210828,SouthCascade
POINT (-121.07431895916794 48.378335746053764),4,[0.33074075],[0.43904382],[0.44010118],[0.59161526],[-0.14803289],20210828,SouthCascade
POINT (-121.0742640123352 48.37863465662242),4,[0.33344188],[0.43228513],[0.45711476],[0.51830065],[-0.09048686],20210828,SouthCascade
POINT (-121.07500228299821 48.379197698592414),4,[0.2046871],[0.3117103],[0.3385201],[0.5493744],[-0.27600548],20210828,SouthCascade
POINT (-121.04608147247134 48.3696675043817),4,[0.21309069],[0.25277463],[0.24819803],[0.25635853],[-0.00703924],20210828,SouthCascade
POINT (-121.04447898740104 48.371332040070214),4,[0.16266923],[0.2389869],[0.24444504],[0.37798318],[-0.22528854],20210828,SouthCascade
POINT (-121.0446248584945 48.37000722773104),4,[0.13595787],[0.18897267],[0.17513974],[0.2318394],[-0.1018667],20210828,SouthCascade
POINT (-121.045270989129 48.37044620479153),4,[0.15606642],[0.20221968],[0.19415492],[0.25344536],[-0.11241959],20210828,SouthCascade
POINT (-121.04667176889323 48.370631870816),4,[0.2241954],[0.26899543],[0.26270962],[0.30563956],[-0.0637694],20210828,SouthCascade
POINT (-121.04648600114388 48.37125408700255),4,[0.19988507],[0.2519636],[0.24719724],[0.2799066],[-0.05253728],20210828,SouthCascade
POINT (-121.0455642970943 48.37167219804979),4,[0.1656705],[0.22438815],[0.22843227],[0.40565825],[-0.28770912],20210828,SouthCascade
POINT (-121.04650722297811 48.372414106253494),4,[0.21159005],[0.25628912],[0.25470322],[0.31559289],[-0.1036993],20210828,SouthCascade
POINT (-121.04767006215094 48.37225975913583),4,[0.20978928],[0.24926008],[0.24319404],[0.27675068],[-0.05226243],20210828,SouthCascade
POINT (-121.04719405548028 48.37157974531617),4,[0.18878034],[0.23628342],[0.23468725],[0.269225],[-0.06516524],20210828,SouthCascade
POINT (-121.04693069161111 48.37297873149148),4,[0.20558749],[0.25250426],[0.24219324],[0.25490195],[-0.00472538],20210828,SouthCascade
POINT (-121.04741294130724 48.373506278788625),4,[0.246705],[0.30116674],[0.28973117],[0.31000933],[-0.01446815],20210828,SouthCascade
POINT (-121.04803155905701 48.3732199753385),4,[0.27101532],[0.31333238],[0.2817248],[0.3243324],[-0.01725045],20210828,SouthCascade
POINT (-121.04895319290506 48.37308412310685),4,[0.23740104],[0.28900114],[0.2734682],[0.28087768],[0.01425471],20210828,SouthCascade
POINT (-121.04980367655756 48.373008005331215),4,[0.24040231],[0.27494308],[0.26295984],[0.29447243],[-0.03429717],20210828,SouthCascade
POINT (-121.04954107108303 48.372148765109145),4,[0.19568327],[0.25710016],[0.24544583],[0.29981324],[-0.07669608],20210828,SouthCascade
POINT (-121.04954738751432 48.37171401312654),4,[0.1872797],[0.24196072],[0.22593026],[0.26412696],[-0.04379921],20210828,SouthCascade
POINT (-121.04805612018988 48.373739208723016),4,[0.23890167],[0.2773762],[0.25995743],[0.28330532],[-0.01057483],20210828,SouthCascade
POINT (-121.04898995716617 48.374145255952556),4,[0.24310346],[0.2819721],[0.28572798],[0.27140987],[0.01908671],20210828,SouthCascade
POINT (-121.04913793119307 48.37556698607769),4,[0.33074075],[0.3822709],[0.35503328],[0.41027075],[-0.03532918],20210828,SouthCascade
POINT (-121.04998837122463 48.37577315585066),4,[0.3001277],[0.33739328],[0.32525954],[0.33040148],[0.01046999],20210828,SouthCascade
POINT (-121.050947021671 48.37613386933348),4,[0.19778417],[0.25223392],[0.24119245],[0.3187488],[-0.11649194],20210828,SouthCascade
POINT (-121.05215915378828 48.37701796888615),4,[0.3919668],[0.45986053],[0.43759918],[0.48018673],[-0.02162253],20210828,SouthCascade
POINT (-121.05118169149675 48.377396967306595),4,[0.33524266],[0.39578825],[0.38430664],[0.42216617],[-0.03224864],20210828,SouthCascade
POINT (-121.05022273729921 48.37788310131667),4,[0.24940614],[0.31955037],[0.30674475],[0.35127917],[-0.04729787],20210828,SouthCascade
POINT (-121.0499198725845 48.377168076076124),4,[0.24790551],[0.3076551],[0.30224118],[0.3034547],[0.00687339],20210828,SouthCascade
POINT (-121.04930139751667 48.37688982124127),4,[0.22209452],[0.260074],[0.24444504],[0.30466852],[-0.07896435],20210828,SouthCascade
POINT (-121.04892729574902 48.376516821567215),4,[0.16326949],[0.21735913],[0.21992548],[0.26704013],[-0.10256211],20210828,SouthCascade
POINT (-121.04800538033508 48.37721722613055),4,[0.12905492],[0.17788844],[0.17589034],[0.3080672],[-0.267882],20210828,SouthCascade
POINT (-121.04886801614475 48.377965311070064),4,[0.11614943],[0.18032156],[0.18539792],[0.3719141],[-0.3469398],20210828,SouthCascade
POINT (-121.0476585185024 48.37841634806993),4,[0.26981482],[0.32522765],[0.30449295],[0.37992528],[-0.07756847],20210828,SouthCascade
POINT (-121.04638733164917 48.37841611974202),4,[0.26471263],[0.32982355],[0.30899656],[0.41099903],[-0.10957479],20210828,SouthCascade
POINT (-121.05103590697016 48.37872183009095),4,[0.25720945],[0.3054923],[0.2964866],[0.3476377],[-0.06452835],20210828,SouthCascade
POINT (-121.05186822648037 48.37769170684645),4,[0.3412452],[0.4314741],[0.40107003],[0.43843135],[-0.00799772],20210828,SouthCascade
POINT (-121.05286717979934 48.37790818382394),4,[0.33734354],[0.39335513],[0.38030344],[0.4153688],[-0.02722025],20210828,SouthCascade
POINT (-121.05330002528754 48.37852638199973),4,[0.23439975],[0.2876494],[0.2939846],[0.36997196],[-0.12518232],20210828,SouthCascade
POINT (-121.05411687649637 48.377312847644575),4,[0.3118327],[0.3546955],[0.33576792],[0.36535946],[-0.01480992],20210828,SouthCascade
POINT (-121.05523021531579 48.37781366361632),4,[0.31813538],[0.3649687],[0.3455257],[0.36098972],[0.00548099],20210828,SouthCascade
POINT (-121.05600324737408 48.37879659902001),4,[0.50781614],[0.580165],[0.56344956],[0.5418487],[0.03414959],20210828,SouthCascade
POINT (-121.0555917521865 48.37933847182821),4,[0.3973691],[0.47932553],[0.4716263],[0.4736321],[0.00597449],20210828,SouthCascade
POINT (-121.05438854965664 48.379354827093934),4,[0.44749042],[0.5131189],[0.52041525],[0.53043884],[-0.01659699],20210828,SouthCascade
POINT (-121.05529157846846 48.37995865312312),4,[0.29802683],[0.38416335],[0.39306363],[0.4078431],[-0.02989845],20210828,SouthCascade
POINT (-121.05597818074574 48.38025337694352),4,[0.34424648],[0.44715422],[0.43960077],[0.46100837],[-0.01525514],20210828,SouthCascade
POINT (-121.054963596203 48.38041811039961),4,[0.44268838],[0.50581956],[0.49514508],[0.44887018],[0.05965224],20210828,SouthCascade
POINT (-121.05549862109471 48.3807787575792),4,[0.43308428],[0.5123079],[0.5344264],[0.55107373],[-0.03645525],20210828,SouthCascade
POINT (-121.0529716356129 48.38039726590395),4,[0.2806194],[0.33550084],[0.3455257],[0.40954247],[-0.09937897],20210828,SouthCascade
POINT (-121.05324405025954 48.37961637416807),4,[0.38896552],[0.4498577],[0.43935058],[0.46877682],[-0.02059482],20210828,SouthCascade
POINT (-121.05225726861809 48.37994180334786),4,[0.2764176],[0.31387308],[0.31900454],[0.35880482],[-0.06679533],20210828,SouthCascade
POINT (-121.05162333641061 48.37948016824869),4,[0.36735633],[0.4233637],[0.43059358],[0.44571427],[-0.02571758],20210828,SouthCascade
POINT (-121.0427818860841 48.37454518020133),4,[0.1872797],[0.24331245],[0.23768964],[0.27820727],[-0.06690989],20210828,SouthCascade
POINT (-121.04236695356431 48.37351283126152),4,[0.1872797],[0.22492884],[0.2041629],[0.2881606],[-0.1232373],20210828,SouthCascade
POINT (-121.04135204829979 48.37494381542406),4,[0.19778417],[0.25926295],[0.22467926],[0.35880482],[-0.16105334],20210828,SouthCascade
POINT (-121.0612138860396 48.38092221120366),4,[0.13235633],[0.16545247],[0.17614053],[0.19323996],[-0.07746886],20210828,SouthCascade
POINT (-121.06200460953457 48.381721703456044),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06239618081419 48.38221485919605),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06165078213434 48.3826002430025),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06037992740198 48.382334243595395),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05933146112575 48.381891528198864),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.0587325789593 48.38235431900071),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.059323691167 48.38300065599534),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06024832623174 48.38372780389481),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06084471639069 48.38309669785154),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06384391604453 48.38250272146692),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06414715087486 48.38194731676345),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.0654255923765 48.38271819684627),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06634277044895 48.38294037790592),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06698959883722 48.383369571614196),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06848539644875 48.3822435767938),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.07049163506716 48.38306489231192),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.07049422607415 48.38415554952849),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.07130275924372 48.38359673145209),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06811399503778 48.38378866457944),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06234039001889 48.384046032760224),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06196888222964 48.38466874753752),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06033916430205 48.38448350333828),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.06209793839227 48.38310686875155),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05913138790864 48.384505287671566),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.0601520685937 48.38517186053417),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05728475536927 48.38275811993837),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05686291082945 48.38232048950254),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05717891821995 48.381453757770224),4,[0.4072733],[0.45688674],[0.46011713],[0.44741362],[0.01047563],20210828,SouthCascade
POINT (-121.05569835778931 48.38151419826972),4,[0.37215838],[0.41768637],[0.4240884],[0.45396823],[-0.04162412],20210828,SouthCascade
POINT (-121.05570310019003 48.382773102668615),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05671606722336 48.38362650965273),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05717327956646 48.384114638044856),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05674104022765 48.38484839798441),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05635685934786 48.385321289350074),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05412111823466 48.38394093092924),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.0547883001985 48.383410862759575),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05233239619018 48.383528344349706),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05179951770748 48.382833182959565),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05352767408692 48.38289569764617),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05444501856415 48.38219567873095),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05341196653292 48.381148714236055),4,[0.21579184],[0.29548946],[0.31950495],[0.3248179],[-0.04728049],20210828,SouthCascade
POINT (-121.05136275885538 48.38184687730835),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05289882324247 48.38203054425781),4,[nan],[nan],[nan],[nan],[nan],20210828,SouthCascade
POINT (-121.05140089145382 48.38114338867066),4,[0.20918903],[0.2687251],[0.25395265],[0.33574226],[-0.11086978],20210828,SouthCascade
