geometry,Class,Blue,Green,Red,NIR,NDSI,image_date,site_name
POINT (-148.87678176692881 60.38618253502011),4,[0.08757676],[0.10913971],[0.11805107],[0.33174518],[-0.50490609],20210613,Wolverine
POINT (-148.87524610733803 60.385567671799876),4,[0.09337748],[0.1128372],[0.11817353],[0.38810394],[-0.54949916],20210613,Wolverine
POINT (-148.88569488213315 60.3883550610449),4,[0.06904275],[0.10008724],[0.1064174],[0.37672758],[-0.58018403],20210613,Wolverine
POINT (-148.90690269658793 60.3844813425941),4,[0.05008429],[0.04462488],[0.04298332],[0.09833361],[-0.37569457],20210613,Wolverine
POINT (-148.90809646169348 60.38534828195293),4,[0.06352498],[0.05099987],[0.05278009],[0.08028835],[-0.22308539],20210613,Wolverine
POINT (-148.87898288929475 60.36238839717043),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87012139845802 60.36223037685877),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89846003501677 60.36094490880765),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89758673793025 60.363114450317994),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89404406702837 60.373419892912224),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87700343785966 60.36520992098795),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8784353981512 60.37272176138621),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87798675949486 60.37361213749638),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88189911991805 60.377057673463845),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88516157543617 60.37789553812597),4,[0.06593016],[0.09473225],[0.12209224],[0.36155909],[-0.58477297],20210613,Wolverine
POINT (-148.89062841182394 60.37856057591089),4,[0.04739615],[0.06578983],[0.07788431],[0.31984577],[-0.65879795],20210613,Wolverine
POINT (-148.88902225762604 60.38165986305484),4,[0.09889524],[0.06170984],[0.04898385],[0.29840067],[-0.65727277],20210613,Wolverine
POINT (-148.89398035852506 60.3833928452139),4,[0.07880494],[0.08274728],[0.06955706],[0.32612238],[-0.59523883],20210613,Wolverine
POINT (-148.8922915060584 60.38260354760732),4,[0.05758278],[0.13667964],[0.147074],[0.33252976],[-0.41740451],20210613,Wolverine
POINT (-148.8952369074848 60.384117555445776),4,[0.07597532],[0.10735472],[0.10384575],[0.22739648],[-0.35859995],20210613,Wolverine
POINT (-148.89952351624433 60.355334841563185),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9201124995903 60.35477610776122),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91855503443978 60.35839419885218),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9222842419163 60.36009431695977),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92277033529504 60.36083272436866),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9199735720419 60.36144315829326),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91771347182058 60.36064263083879),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92911073381921 60.357276844936095),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9278773445094 60.35887329487131),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92580444721645 60.35824558722565),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9420114813773 60.35393196206947),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.94086181670724 60.35245786851933),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.944026746757 60.35210469802394),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9458294596208 60.354139254215276),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.94682526341168 60.35302844746581),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92419442679883 60.35195462448452),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8736882619653 60.35596339692616),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9195773353884 60.378431724287694),4,[0.0880012],[0.07063481],[0.06992444],[0.08329589],[-0.08225181],20210613,Wolverine
POINT (-148.94959248291096 60.43135861109974),1,[0.83157914],[0.90808062],[0.9375397],[0.83052697],[0.04460676],20210815,Wolverine
POINT (-148.9432040098172 60.42956009555666),1,[0.87600525],[0.96932086],[1.00347583],[0.88706519],[0.04430957],20210815,Wolverine
POINT (-148.94726071841026 60.42683284716525),1,[0.87212678],[0.89514255],[0.91687315],[0.80372006],[0.05381394],20210815,Wolverine
POINT (-148.94447169977508 60.42449663833092),1,[0.88746437],[0.92619393],[0.94623277],[0.81395543],[0.06449935],20210815,Wolverine
POINT (-148.94070877162545 60.42392089960778),1,[0.90791448],[0.93102415],[0.93425929],[0.81541762],[0.06619547],20210815,Wolverine
POINT (-148.93875684596003 60.42574416446564),1,[0.9013916],[0.91135827],[0.92294189],[0.77740054],[0.07932319],20210815,Wolverine
POINT (-148.94284011056175 60.426751870702475),1,[0.89469242],[0.95276012],[0.96886756],[0.8342637],[0.06630937],20210815,Wolverine
POINT (-148.93416009968746 60.430952952455726),1,[0.88252813],[0.97259851],[0.99921131],[0.86188294],[0.06035252],20210815,Wolverine
POINT (-148.92962295315306 60.43388077997154),1,[0.89328207],[1.09421645],[1.16142733],[0.94441575],[0.07348099],20210815,Wolverine
POINT (-148.92833416642242 60.43200759215956),1,[0.88164666],[1.1333757],[1.16290351],[1.0228869],[0.05124089],20210815,Wolverine
POINT (-148.93232071698003 60.42641979760133),1,[0.90244936],[1.0371164],[1.03086721],[0.91793376],[0.06096142],20210815,Wolverine
POINT (-148.93609817578454 60.428887417743574),1,[0.89010878],[1.05315962],[1.07974525],[0.97041033],[0.04089272],20210815,Wolverine
POINT (-148.93802420968254 60.420030746632435),1,[0.91055889],[1.02900853],[1.04808934],[0.92898146],[0.05108661],20210815,Wolverine
POINT (-148.93288138451163 60.41603071879053),1,[0.90773818],[0.90514799],[0.89883092],[0.7478317],[0.09517134],20210815,Wolverine
POINT (-148.92785411956754 60.415618500001436),1,[0.95004876],[0.94982749],[0.93245507],[0.80095813],[0.08503003],20210815,Wolverine
POINT (-148.92436011985978 60.41625114306643),1,[0.98072393],[0.97052842],[0.96214273],[0.78617371],[0.10494363],20210815,Wolverine
POINT (-148.92561077851477 60.41749429922774),1,[0.96662041],[0.95931542],[0.94426453],[0.79137263],[0.09592959],20210815,Wolverine
POINT (-148.92320904265853 60.41835365691891),1,[0.97120405],[0.95948792],[0.92999477],[0.76440325],[0.11316531],20210815,Wolverine
POINT (-148.92053312673312 60.41955648644849),1,[0.95745311],[0.94879245],[0.92769848],[0.74994376],[0.11705684],20210815,Wolverine
POINT (-148.92461505843755 60.420564758351304),1,[0.96556264],[0.95362266],[0.93524341],[0.76424078],[0.11024269],20210815,Wolverine
POINT (-148.92884201770283 60.41904833760321),1,[0.9696174],[0.95017251],[0.94065608],[0.77480108],[0.10166615],20210815,Wolverine
POINT (-148.9328090568106 60.41811766030589),1,[0.95727682],[0.95017251],[0.93491537],[0.7915351],[0.09108154],20210815,Wolverine
POINT (-148.9295852366297 60.421657059820035),1,[0.95921605],[0.95724532],[0.94410051],[0.75400542],[0.11876688],20210815,Wolverine
POINT (-148.93299012419496 60.422820414195485),1,[0.9162003],[1.00054476],[1.01544931],[0.87650489],[0.06608236],20210815,Wolverine
POINT (-148.92865622398375 60.424192984456944),1,[0.94775694],[0.93326675],[0.91178852],[0.73597167],[0.11819467],20210815,Wolverine
POINT (-148.92538549125968 60.426956805357314),1,[0.98107652],[0.97346105],[0.95361368],[0.7895855],[0.10429421],20210815,Wolverine
POINT (-148.92289003798157 60.429563823938246),1,[1.01968492],[1.01469039],[1.01151282],[0.84254947],[0.09268643],20210815,Wolverine
POINT (-148.92118439231362 60.43225642082118),1,[1.08667667],[1.02883603],[1.10598848],[0.96618621],[0.03140307],20210815,Wolverine
POINT (-148.91705727783824 60.43217034921282),1,[0.99835334],[0.98294897],[0.97296807],[0.82500312],[0.08736174],20210815,Wolverine
POINT (-148.91104141807537 60.43167467960144),1,[0.94564141],[0.93602687],[0.91359274],[0.75254322],[0.10866215],20210815,Wolverine
POINT (-148.90546620942175 60.431997084366316),1,[0.96891223],[0.95414019],[0.93540743],[0.75595501],[0.11589131],20210815,Wolverine
POINT (-148.8991111186021 60.43072959326347),1,[0.8983946],[0.8918649],[0.85749782],[0.69226828],[0.12599737],20210815,Wolverine
POINT (-148.89368411961843 60.43022474867971),1,[0.87089272],[0.85563828],[0.82108533],[0.62955634],[0.15222378],20210815,Wolverine
POINT (-148.8893218191797 60.429462046409604),1,[0.89751313],[0.87892682],[0.84700052],[0.68235784],[0.12590207],20210815,Wolverine
POINT (-148.8850521587032 60.428600875552576),1,[0.94687547],[0.92515889],[0.90719595],[0.72411164],[0.12190071],20210815,Wolverine
POINT (-148.8872146062038 60.42696948045742),1,[0.96697299],[0.94499728],[0.92343396],[0.74864403],[0.11593555],20210815,Wolverine
POINT (-148.89725767327047 60.427554441121),1,[0.91232183],[0.89514255],[0.86455069],[0.6844699],[0.13336983],20210815,Wolverine
POINT (-148.90327824035265 60.428147674072775),1,[0.95304576],[0.93964954],[0.91211656],[0.72947303],[0.12592036],20210815,Wolverine
POINT (-148.90773021126407 60.42876311067767),1,[0.96045011],[0.94637734],[0.92031757],[0.73694647],[0.12441508],20210815,Wolverine
POINT (-148.91108100518088 60.42900613278469),1,[0.96133158],[0.9567278],[0.92769848],[0.75449281],[0.11818171],20210815,Wolverine
POINT (-148.91550471227595 60.4291366297346),1,[0.94934359],[0.94413474],[0.92048159],[0.76066653],[0.10761853],20210815,Wolverine
POINT (-148.91857001391284 60.429529095798344),1,[0.98072393],[0.97604867],[0.96952364],[0.78081233],[0.11112793],20210815,Wolverine
POINT (-148.90495481477836 60.42996703624871),1,[0.9608027],[0.93844198],[0.90129122],[0.75059363],[0.11121634],20210815,Wolverine
POINT (-148.91798644873396 60.42628740817485),1,[0.98530758],[0.96759579],[0.93573547],[0.76489065],[0.11700244],20210815,Wolverine
POINT (-148.9211331808565 60.424738285170825),1,[0.98566017],[0.98053387],[0.95525388],[0.77886274],[0.11462517],20210815,Wolverine
POINT (-148.92428247827965 60.4232375564537),1,[0.99535634],[0.99122934],[0.97329611],[0.78747344],[0.11455309],20210815,Wolverine
POINT (-148.9224520538357 60.42214828350703),1,[0.9817817],[0.9744961],[0.95312162],[0.80095813],[0.09774285],20210815,Wolverine
POINT (-148.92053801981146 60.42130273663437),1,[0.97173293],[0.97104594],[0.96214273],[0.77220162],[0.11406545],20210815,Wolverine
POINT (-148.91565766292462 60.42006328252267),1,[1.00681545],[0.9857091],[0.97264003],[0.78926057],[0.11067712],20210815,Wolverine
POINT (-148.91254489191746 60.41884679002131),1,[1.03008627],[1.00226984],[1.02381434],[0.87325557],[0.06878833],20210815,Wolverine
POINT (-148.91580914899143 60.41763566096967),1,[1.04471868],[1.00537498],[1.01708951],[0.8328015],[0.09388298],20210815,Wolverine
POINT (-148.9172832460536 60.416013654056776),1,[1.01263316],[1.00157981],[1.00035945],[0.85051031],[0.08156703],20210815,Wolverine
POINT (-148.91574749032685 60.41492005138707),1,[0.98090023],[0.95293263],[0.94065608],[0.78942304],[0.09384398],20210815,Wolverine
POINT (-148.91190680828504 60.4163334939687),1,[0.94669917],[0.93895951],[0.90637585],[0.75400542],[0.10924863],20210815,Wolverine
POINT (-148.90761409665276 60.41673461421919),1,[0.93612153],[0.93188669],[0.90079916],[0.75043116],[0.10786043],20210815,Wolverine
POINT (-148.90388953682256 60.416787913109246),1,[0.92624906],[0.90601053],[0.89046589],[0.72313685],[0.11225116],20210815,Wolverine
POINT (-148.90143633079975 60.41677445315006),1,[0.93224306],[0.91722353],[0.88915373],[0.72979796],[0.11379668],20210815,Wolverine
POINT (-148.89836960624362 60.41633311739374),1,[0.94475994],[0.9365444],[0.90735997],[0.71842533],[0.13179641],20210815,Wolverine
POINT (-148.89603984610864 60.41675437584649),1,[0.97455364],[0.95534774],[0.93114291],[0.76375338],[0.11145031],20210815,Wolverine
POINT (-148.89523176215027 60.41972490023744),1,[0.9697937],[0.95034502],[0.93114291],[0.74653197],[0.12011068],20210815,Wolverine
POINT (-148.89885582611436 60.41962477115391),1,[0.97825581],[0.95879789],[0.93032281],[0.74019579],[0.12866563],20210815,Wolverine
POINT (-148.90573164748608 60.41976910528529),1,[1.01527757],[0.98898674],[0.97903682],[0.80875651],[0.1002536],20210815,Wolverine
POINT (-148.899792723036 60.422230874823164),1,[0.97525881],[0.95586526],[0.91687315],[0.75319308],[0.11858704],20210815,Wolverine
POINT (-148.90349072520465 60.42339079237866),1,[1.02797074],[0.99174687],[1.00216367],[0.83020204],[0.08866595],20210815,Wolverine
POINT (-148.9108717563196 60.42377019172575),1,[0.97049887],[0.95465771],[0.92113767],[0.73337221],[0.13109098],20210815,Wolverine
POINT (-148.9162180512516 60.42291724252044),1,[0.97614029],[0.96673325],[0.94492061],[0.75140596],[0.12532587],20210815,Wolverine
POINT (-148.9201679354585 60.423345446137695),1,[0.98213428],[0.9701834],[0.95361368],[0.77561341],[0.11145053],20210815,Wolverine
POINT (-148.9150804757665 60.42526202655192),1,[0.97948987],[0.95586526],[0.9270424],[0.7483191],[0.12178621],20210815,Wolverine
POINT (-148.91212949204296 60.4268081933139),1,[0.96415229],[0.95086254],[0.92097365],[0.76407832],[0.10891584],20210815,Wolverine
POINT (-148.90593279749262 60.42655744206213),1,[0.9548087],[0.94465226],[0.91884139],[0.7362966],[0.12395122],20210815,Wolverine
POINT (-148.89977766466012 60.42533563918751),1,[0.99306452],[0.97432359],[0.95016925],[0.78113726],[0.11004878],20210815,Wolverine
POINT (-148.89402359885736 60.4242533791386),1,[1.05811703],[0.97639368],[1.04169255],[0.86253281],[0.06191703],20210815,Wolverine
POINT (-148.89072922823124 60.423281505919554),1,[1.00434734],[0.97604867],[0.95148142],[0.75676734],[0.12654623],20210815,Wolverine
POINT (-148.889414976709 60.420923241612485),1,[0.97596399],[0.95569275],[0.93327517],[0.76651531],[0.10984587],20210815,Wolverine
POINT (-148.889299668872 60.41893603039735),1,[0.97032258],[0.95500272],[0.92851858],[0.76050406],[0.1133768],20210815,Wolverine
POINT (-148.8893747856839 60.41684910029911),1,[0.99465116],[0.961213],[0.95902635],[0.78454905],[0.10119589],20210815,Wolverine
POINT (-148.88633628733413 60.4168921728873),1,[0.99077269],[0.95431269],[0.95148142],[0.78991044],[0.09425529],20210815,Wolverine
POINT (-148.88364520614724 60.4195497158391),1,[0.98248687],[0.95569275],[0.95312162],[0.7603416],[0.11383872],20210815,Wolverine
POINT (-148.88098731723852 60.42109103886365),1,[0.98795199],[0.95810786],[0.9391799],[0.77496355],[0.10567615],20210815,Wolverine
POINT (-148.87974074000184 60.424989302532495),1,[0.97931358],[0.95638279],[0.9424603],[0.75920433],[0.11493351],20210815,Wolverine
POINT (-148.88062026684474 60.42662616970728),1,[0.98530758],[0.96017796],[0.94590473],[0.75205582],[0.12155007],20210815,Wolverine
POINT (-148.88098720332664 60.429579994322495),1,[1.01245686],[0.9746686],[0.98166114],[0.8131431],[0.09034817],20210815,Wolverine
POINT (-148.885709990747 60.42471089557305),1,[0.99271193],[0.96845833],[0.96558716],[0.7699271],[0.11420438],20210815,Wolverine
POINT (-148.88627245408955 60.42087076790448),1,[0.96820705],[0.9432722],[0.91129646],[0.71858779],[0.13520056],20210815,Wolverine
POINT (-148.89215354490736 60.42753002478601),1,[0.94863841],[0.92257127],[0.90489967],[0.71793793],[0.1247377],20210815,Wolverine
POINT (-148.8919146456425 60.42510799519616),1,[1.06728432],[0.9834665],[1.03152329],[0.85473443],[0.07003155],20210815,Wolverine
POINT (-148.8759570755844 60.426081903063725),1,[0.98689422],[0.95724532],[0.94114814],[0.77187669],[0.1072039],20210815,Wolverine
POINT (-148.87325791793083 60.425319489117314),1,[0.96309452],[0.94309969],[0.9286826],[0.76732764],[0.10276499],20210815,Wolverine
POINT (-148.87076403894085 60.4247462345533),1,[0.92695424],[0.90618304],[0.86553481],[0.70006665],[0.12832151],20210815,Wolverine
POINT (-148.8679044964057 60.4234416953175),1,[0.94740435],[0.92032867],[0.87898447],[0.71273901],[0.12711638],20210815,Wolverine
POINT (-148.86579174838707 60.42273494046814),1,[1.01474869],[0.9746686],[0.96132263],[0.79413456],[0.10206565],20210815,Wolverine
POINT (-148.8638603813139 60.421801503275624),1,[1.00011628],[0.96897585],[0.96542314],[0.80144553],[0.09462737],20210815,Wolverine
POINT (-148.8622825651287 60.420254793430196),1,[1.15966242],[0.97846377],[1.16224743],[1.00907728],[-0.0154027],20210815,Wolverine
POINT (-148.86440541307604 60.41888042391183),1,[0.93770818],[0.9142909],[0.89341825],[0.71501354],[0.12230824],20210815,Wolverine
POINT (-148.86406604991822 60.417476472246676),1,[1.10765566],[0.95983294],[1.12403071],[0.99136846],[-0.01616211],20210815,Wolverine
POINT (-148.86932785770927 60.41890747235293),1,[1.0410165],[0.96086799],[1.02414238],[0.87309311],[0.04786082],20210815,Wolverine
POINT (-148.873148627167 60.41891782196308),1,[0.97067517],[0.94154712],[0.92901064],[0.73548427],[0.12287358],20210815,Wolverine
POINT (-148.87532761060902 60.420776104781694),1,[0.97896099],[0.95690031],[0.92933868],[0.76261612],[0.11298769],20210815,Wolverine
POINT (-148.87721851762456 60.42212615739146),1,[1.02708927],[0.97087343],[0.9813331],[0.80534472],[0.09319166],20210815,Wolverine
POINT (-148.87946826531828 60.42295886421252),1,[1.03149662],[0.96052297],[1.0218461],[0.85181004],[0.05998507],20210815,Wolverine
POINT (-148.8767300748847 60.42488642081717),1,[0.96291823],[0.94223715],[0.92556622],[0.72394918],[0.13101054],20210815,Wolverine
POINT (-148.8778298662853 60.4271120439279),1,[0.95128282],[0.9320592],[0.9108044],[0.7070527],[0.13727342],20210815,Wolverine
POINT (-148.87016406635735 60.42219338080317),1,[0.98742311],[0.96587071],[0.9537777],[0.79072277],[0.09970887],20210815,Wolverine
POINT (-148.86792561856743 60.42155245686946),1,[1.02232933],[0.97501362],[0.98116908],[0.79445949],[0.10203836],20210815,Wolverine
POINT (-148.86669862614536 60.4204811163527),1,[1.0440135],[0.97432359],[1.00265573],[0.82744012],[0.08152205],20210815,Wolverine
POINT (-148.8693939731239 60.420059120239536),1,[1.01968492],[0.96017796],[0.97788868],[0.82825245],[0.07376608],20210815,Wolverine
POINT (-148.87241520696315 60.41742338169208),1,[0.92342836],[0.90445796],[0.86963532],[0.70412831],[0.12453771],20210815,Wolverine
POINT (-148.8671745258607 60.41861751888672),1,[0.99112528],[0.95741783],[0.95820625],[0.78844824],[0.09678268],20210815,Wolverine
POINT (-148.8831321228523 60.418008647207046),1,[0.98830458],[0.95655529],[0.94492061],[0.75189336],[0.11979402],20210815,Wolverine
POINT (-148.89422958501325 60.42178926469401),1,[0.97208552],[0.95017251],[0.92130169],[0.73743387],[0.1260594],20210815,Wolverine
POINT (-148.89780605913228 60.424267635539856),1,[1.04753938],[0.99571455],[1.01151282],[0.83020204],[0.09064626],20210815,Wolverine
POINT (-148.90460659202472 60.425387186182554),1,[0.97173293],[0.95690031],[0.92343396],[0.74848157],[0.12221236],20210815,Wolverine
POINT (-148.9093677979175 60.42595934779841),1,[0.96097899],[0.94965498],[0.91342872],[0.75351802],[0.11515974],20210815,Wolverine
POINT (-148.9005144798687 60.42739862794861),1,[0.93030383],[0.91532595],[0.8735718],[0.7060779],[0.12905363],20210815,Wolverine
