,geometry,Class,B2,B3,B4,B5,B6,B8,B11,B12,NDSI,image_date,site_name
5508,POINT (-121.06890154938523 48.355909544954635),3,0.5144,0.5596,0.5528,0.5384,0.5309,0.487,0.4248,0.4001,0.1369362047947988,20210825,SouthCascade
5509,POINT (-121.06850235283967 48.355812842890394),3,0.4257,0.4996,0.522,0.486,0.5103,0.4477,0.4096,0.3641,0.0989881214254289,20210825,SouthCascade
5510,POINT (-121.06790816180248 48.355970106304866),3,0.4257,0.4572,0.4764,0.4672,0.4534,0.4144,0.376,0.3672,0.0974555928948631,20210825,SouthCascade
5511,POINT (-121.06741261730065 48.356075962936686),3,0.3242,0.3594,0.3802,0.3724,0.3482,0.3348,0.3,0.2973,0.0900818926296633,20210825,SouthCascade
5512,POINT (-121.06847747211198 48.35611743267733),3,0.4257,0.5552,0.5504,0.5196,0.6015,0.5279,0.4655,0.3684,0.0878808660723033,20210825,SouthCascade
5513,POINT (-121.06715965519044 48.35568523820114),3,0.3903,0.3134,0.3182,0.325,0.3483,0.3244,0.2937,0.2631,0.0324493493658375,20210825,SouthCascade
5514,POINT (-121.06730814019396 48.35533529148589),3,0.3903,0.3776,0.385,0.3702,0.3656,0.3345,0.3019,0.2798,0.1114054451802796,20210825,SouthCascade
5515,POINT (-121.06808944309195 48.35522336046771),3,0.4022,0.3484,0.3528,0.3388,0.3697,0.3324,0.3118,0.262,0.055437746137534,20210825,SouthCascade
5516,POINT (-121.06884466733541 48.35513334402102),3,0.3617,0.3614,0.3666,0.3594,0.3441,0.3315,0.2993,0.2911,0.0939912214318147,20210825,SouthCascade
5517,POINT (-121.06826075115457 48.35555665079531),3,0.4022,0.32,0.3582,0.346,0.3815,0.352,0.3227,0.2744,-0.0042010269176909,20210825,SouthCascade
5518,POINT (-121.06773342818448 48.35551362066577),3,0.3903,0.321,0.3404,0.3334,0.3471,0.3179,0.2946,0.2622,0.0428849902534113,20210825,SouthCascade
5519,POINT (-121.07085109712395 48.35514956520494),3,0.2278,0.2524,0.2632,0.2736,0.2849,0.2762,0.2681,0.2437,-0.0301633045148895,20210825,SouthCascade
5520,POINT (-121.07055291196248 48.35526866487131),3,0.5501,0.3066,0.3204,0.3364,0.3345,0.3164,0.2899,0.2801,0.0279966471081307,20210825,SouthCascade
5521,POINT (-121.06772930906735 48.35570872928133),3,0.3242,0.3886,0.4108,0.4086,0.3933,0.372,0.3294,0.3209,0.0824512534818941,20210825,SouthCascade
5522,POINT (-121.07170401353376 48.359076452591374),3,0.4432,0.3718,0.372,0.3638,0.3973,0.3782,0.3607,0.3118,0.0151535836177474,20210825,SouthCascade
5523,POINT (-121.07193922140065 48.35928141544206),3,0.4432,0.4018,0.4038,0.4018,0.4084,0.3839,0.3674,0.3482,0.0447217888715548,20210825,SouthCascade
5524,POINT (-121.07212099090019 48.35968617696701),3,0.4756,0.4516,0.4452,0.4404,0.4373,0.4035,0.3958,0.3526,0.0658484776964833,20210825,SouthCascade
5525,POINT (-121.07286321032176 48.35959770042917),3,0.4772,0.4876,0.492,0.4808,0.537,0.517,0.4711,0.4199,0.0172108063001981,20210825,SouthCascade
5526,POINT (-121.0733691664663 48.3595352453924),3,0.6619,0.602,0.5664,0.5292,0.539,0.5036,0.4697,0.4307,0.1234487263226649,20210825,SouthCascade
5527,POINT (-121.07424071826601 48.359616825661725),3,0.5681,0.5504,0.558,0.5176,0.5196,0.4966,0.4533,0.4168,0.0967420543987247,20210825,SouthCascade
5528,POINT (-121.07468319580146 48.35969623419163),3,0.5681,0.6092,0.588,0.5444,0.5031,0.4882,0.4601,0.4417,0.1394370148695408,20210825,SouthCascade
5529,POINT (-121.07516252507587 48.35998805642874),3,0.5789,0.6636,0.65,0.6264,0.6764,0.6445,0.6009,0.5381,0.0495848161328588,20210825,SouthCascade
5530,POINT (-121.07557499711423 48.360300684205356),3,0.4982,0.6816,0.668,0.6356,0.6413,0.6091,0.5754,0.536,0.0844868735083531,20210825,SouthCascade
5531,POINT (-121.07496977471708 48.360163369196286),3,0.4982,0.6772,0.6696,0.6148,0.5977,0.5746,0.5113,0.4852,0.1395877156079091,20210825,SouthCascade
5532,POINT (-121.07441925676345 48.360307537726804),3,0.4774,0.6,0.5868,0.5304,0.5058,0.4848,0.4312,0.4185,0.1636927851047322,20210825,SouthCascade
5533,POINT (-121.07449733974781 48.360520689985904),3,0.4774,0.5464,0.5244,0.482,0.4848,0.4647,0.4175,0.3648,0.1337275651001141,20210825,SouthCascade
5534,POINT (-121.07390545550294 48.36025710328126),3,0.3764,0.5204,0.506,0.4652,0.4776,0.4388,0.408,0.3604,0.1210685049547608,20210825,SouthCascade
5535,POINT (-121.07350083243841 48.36005736411616),3,0.5119,0.5024,0.5136,0.4644,0.4847,0.4343,0.3993,0.3651,0.1143395807918376,20210825,SouthCascade
5536,POINT (-121.07320320614429 48.35986503732903),3,0.4772,0.5536,0.5636,0.5208,0.527,0.4984,0.4604,0.4336,0.091913214990138,20210825,SouthCascade
5537,POINT (-121.07369690513633 48.35979961176459),3,0.5119,0.5448,0.5328,0.508,0.5042,0.48,0.4359,0.398,0.1110431324564086,20210825,SouthCascade
5538,POINT (-121.07414386990152 48.359972605794574),3,0.5681,0.5456,0.548,0.494,0.4959,0.4604,0.419,0.3886,0.1312461123781878,20210825,SouthCascade
5539,POINT (-121.07448716114259 48.36005574306677),3,0.5681,0.55,0.5288,0.496,0.4927,0.4711,0.434,0.3969,0.1178861788617886,20210825,SouthCascade
5540,POINT (-121.07233489052665 48.35939574628061),3,0.4432,0.534,0.546,0.5148,0.4972,0.486,0.4439,0.4586,0.0921362102464464,20210825,SouthCascade
5541,POINT (-121.03736933799725 48.359826594582195),3,0.4216,0.375,0.3902,0.4082,0.4288,0.4112,0.3816,0.3554,-0.0087232355273592,20210825,SouthCascade
5542,POINT (-121.03745817448981 48.36034111030244),3,0.4212,0.4508,0.4508,0.4428,0.4454,0.4293,0.3918,0.3748,0.0700213624495608,20210825,SouthCascade
5543,POINT (-121.03699358256135 48.36094545523007),3,0.5104,0.3862,0.4188,0.4132,0.4198,0.4031,0.3752,0.3606,0.0144470711846598,20210825,SouthCascade
5544,POINT (-121.03678004174617 48.36152106958548),3,0.5101,0.4392,0.4488,0.4408,0.4372,0.414,0.3993,0.3793,0.0475849731663685,20210825,SouthCascade
5545,POINT (-121.03554620194367 48.36187158192056),3,0.3815,0.4248,0.438,0.4532,0.4445,0.4386,0.3941,0.4071,0.0374893149346684,20210825,SouthCascade
5546,POINT (-121.03535685657648 48.36258751353739),3,0.4468,0.3868,0.4036,0.408,0.4211,0.4056,0.3853,0.3648,0.0019427535293355,20210825,SouthCascade
5547,POINT (-121.03544288927453 48.36331641861027),3,0.4887,0.3982,0.4078,0.416,0.4331,0.4288,0.3945,0.3829,0.0046675917749463,20210825,SouthCascade
5548,POINT (-121.03464660721184 48.363087445294276),3,0.4303,0.4276,0.4572,0.454,0.4516,0.4469,0.4093,0.3875,0.0218664117576771,20210825,SouthCascade
5549,POINT (-121.03459570715226 48.362380452540926),3,0.4464,0.4104,0.3882,0.377,0.4076,0.3818,0.3491,0.3164,0.0807109940750493,20210825,SouthCascade
5550,POINT (-121.03436926479363 48.36181013656459),3,0.3915,0.4042,0.4204,0.405,0.4079,0.3907,0.3655,0.3316,0.0502793296089385,20210825,SouthCascade
5551,POINT (-121.03382171205935 48.36102746945474),3,0.4407,0.3982,0.4018,0.3898,0.4003,0.3803,0.351,0.332,0.0630005339028297,20210825,SouthCascade
5552,POINT (-121.0345722943257 48.36076141142694),3,0.3524,0.3594,0.4068,0.4004,0.3814,0.3697,0.3478,0.3605,0.0164027149321266,20210825,SouthCascade
5553,POINT (-121.03540386442397 48.36047018052994),3,0.4146,0.3562,0.3684,0.3784,0.3831,0.3679,0.3555,0.3416,0.0009835604889701,20210825,SouthCascade
5554,POINT (-121.03651083002983 48.36004408213186),3,0.3986,0.4716,0.476,0.4276,0.485,0.4694,0.4276,0.432,0.048932384341637,20210825,SouthCascade
5555,POINT (-121.03644574150489 48.3606557060357),3,0.3928,0.466,0.4636,0.4628,0.4794,0.4555,0.4144,0.3991,0.0586097228532485,20210825,SouthCascade
5556,POINT (-121.03570597506052 48.36090199351171),3,0.3467,0.3112,0.331,0.3266,0.3578,0.3409,0.3437,0.2806,-0.0496258970835242,20210825,SouthCascade
5557,POINT (-121.03514968068268 48.36130482496077),3,0.3564,0.2964,0.3198,0.3276,0.3535,0.3403,0.3325,0.2874,-0.0574018126888217,20210825,SouthCascade
5558,POINT (-121.03610796904395 48.36133562842956),3,0.3896,0.4288,0.4536,0.4512,0.4705,0.4456,0.4141,0.3955,0.0174397911970577,20210825,SouthCascade
5559,POINT (-121.03623455350139 48.36190412154539),3,0.4046,0.3918,0.4052,0.4196,0.4422,0.4256,0.4138,0.3721,-0.0273088381330685,20210825,SouthCascade
5560,POINT (-121.04036405077727 48.36123350667702),3,0.526,0.494,0.5252,0.5052,0.5226,0.4864,0.4632,0.4196,0.0321771834517342,20210825,SouthCascade
5561,POINT (-121.04077555818354 48.36085446095326),3,0.4302,0.3892,0.4072,0.4014,0.4464,0.424,0.396,0.3458,-0.0086602139582272,20210825,SouthCascade
5562,POINT (-121.04166357454531 48.36113705584926),3,0.3383,0.4976,0.5224,0.4808,0.4373,0.4131,0.3779,0.3949,0.1367218732153055,20210825,SouthCascade
5563,POINT (-121.04103722755333 48.3612988523599),3,0.5688,0.5228,0.5252,0.5292,0.5289,0.4987,0.4669,0.4449,0.0564817621501465,20210825,SouthCascade
5564,POINT (-121.03870095264875 48.36881828132392),3,0.3841,0.6876,0.6368,0.586,0.5904,0.5353,0.4756,0.4317,0.1822558459422283,20210825,SouthCascade
5565,POINT (-121.03862566400579 48.3681570456688),3,0.4873,0.5488,0.5744,0.542,0.5668,0.5057,0.4664,0.4316,0.0811662726556343,20210825,SouthCascade
5566,POINT (-121.03884907591873 48.36770604158654),3,0.4873,0.5192,0.5104,0.4704,0.5103,0.4748,0.4394,0.3859,0.0832464010014604,20210825,SouthCascade
5567,POINT (-121.0398397337172 48.3673645852676),3,0.5101,0.5092,0.514,0.496,0.5102,0.4991,0.4428,0.4257,0.0697478991596638,20210825,SouthCascade
5568,POINT (-121.04029522063111 48.36758221978964),3,0.5101,0.5008,0.5152,0.5216,0.5622,0.5158,0.4928,0.4324,0.0080515297906602,20210825,SouthCascade
5569,POINT (-121.04008829733502 48.36829747533641),3,0.5147,0.4976,0.4836,0.4672,0.4938,0.4597,0.416,0.3769,0.0893169877408056,20210825,SouthCascade
5570,POINT (-121.03997549932602 48.368882472718006),3,0.4052,0.5524,0.54,0.5048,0.4832,0.4502,0.4077,0.3589,0.1507134673471513,20210825,SouthCascade
5571,POINT (-121.03911433960494 48.36839804502549),3,0.5588,0.6544,0.646,0.5996,0.5571,0.5055,0.4653,0.454,0.1688845226399928,20210825,SouthCascade
5572,POINT (-121.03947797478428 48.36785857926516),3,0.5155,0.4872,0.5084,0.4728,0.4604,0.4208,0.3941,0.3555,0.1056393963463066,20210825,SouthCascade
5573,POINT (-121.04165417490528 48.368585391693856),3,0.5733,0.4616,0.4516,0.4384,0.5606,0.5113,0.459,0.3479,0.0028242450575711,20210825,SouthCascade
5574,POINT (-121.04215936000315 48.36909062838503),3,0.5728,0.7544,0.7452,0.6712,0.6609,0.5946,0.5038,0.4541,0.1991734223493879,20210825,SouthCascade
5575,POINT (-121.04300974304775 48.369005986288016),3,0.4754,0.664,0.6208,0.5556,0.5953,0.5639,0.4924,0.4382,0.148391560013836,20210825,SouthCascade
5576,POINT (-121.04328294597694 48.36850581345017),3,0.5554,0.6952,0.6656,0.6312,0.5629,0.5464,0.4779,0.5141,0.1852357002813059,20210825,SouthCascade
5577,POINT (-121.04259143384114 48.36804725076569),3,0.5759,0.5948,0.5932,0.576,0.5813,0.5459,0.4947,0.4768,0.0918770078017439,20210825,SouthCascade
5578,POINT (-121.04263731569924 48.3685941851564),3,0.6116,0.768,0.7428,0.6844,0.6451,0.5589,0.5219,0.5253,0.1907899837196681,20210825,SouthCascade
5579,POINT (-121.04212467124569 48.368270848340515),3,0.5733,0.5924,0.5936,0.5448,0.5303,0.489,0.4328,0.4164,0.1556769410846664,20210825,SouthCascade
5580,POINT (-121.04239608335585 48.36764777441829),3,0.5687,0.5424,0.542,0.5336,0.5417,0.5059,0.4818,0.4588,0.0591681312243702,20210825,SouthCascade
5581,POINT (-121.04155504933722 48.367505044285906),3,0.5276,0.394,0.3958,0.3666,0.3771,0.3507,0.3344,0.3015,0.0818231740801758,20210825,SouthCascade
5582,POINT (-121.03678197347882 48.36665352117204),3,0.543,0.5084,0.4936,0.4636,0.4569,0.4294,0.3997,0.3804,0.1197004735161325,20210825,SouthCascade
5583,POINT (-121.03707291682001 48.36755077578491),3,0.5817,0.4812,0.4756,0.4604,0.4398,0.4337,0.3791,0.3663,0.1186795303963733,20210825,SouthCascade
5584,POINT (-121.03672936226113 48.36843190219439),3,0.3783,0.4352,0.4312,0.3948,0.4355,0.4131,0.3542,0.2958,0.1026095768938433,20210825,SouthCascade
5585,POINT (-121.04445440052044 48.36808568401206),3,0.5253,0.5488,0.5236,0.4776,0.4958,0.4526,0.4175,0.3652,0.1358791265652488,20210825,SouthCascade
5586,POINT (-121.04477143637637 48.36868305837392),3,0.3938,0.4892,0.4764,0.4644,0.4585,0.4063,0.385,0.3703,0.1191946922900938,20210825,SouthCascade
5587,POINT (-121.03618885922305 48.36948272707288),3,0.4883,0.566,0.5672,0.5444,0.5073,0.4772,0.4189,0.4184,0.1493552644938572,20210825,SouthCascade
5588,POINT (-121.03653298926683 48.36896541845658),3,0.4017,0.6068,0.6576,0.6124,0.5549,0.5177,0.4547,0.4537,0.1432878002826189,20210825,SouthCascade
5589,POINT (-121.03554089079314 48.369093419896174),3,0.595,0.6656,0.6368,0.5848,0.5877,0.5343,0.4817,0.4375,0.1602893750544756,20210825,SouthCascade
5590,POINT (-121.03487966907187 48.36887839808516),3,0.595,0.6556,0.6124,0.5436,0.5579,0.5104,0.4383,0.45,0.1986470426912879,20210825,SouthCascade
5591,POINT (-121.03445209428543 48.36861081968536),3,0.5883,0.598,0.6148,0.5612,0.605,0.5617,0.495,0.4416,0.0942360475754803,20210825,SouthCascade
5592,POINT (-121.03309488589663 48.36858194890628),3,0.5095,0.4804,0.476,0.4184,0.4381,0.3981,0.3549,0.288,0.1502454208068957,20210825,SouthCascade
5593,POINT (-121.0322148958701 48.368354794456614),3,0.4053,0.4972,0.5072,0.4512,0.4676,0.4201,0.3755,0.2807,0.1394522745502463,20210825,SouthCascade
5594,POINT (-121.03192608457375 48.36723334281158),3,0.5249,0.5392,0.5424,0.526,0.5395,0.5028,0.4681,0.4515,0.0705847314603395,20210825,SouthCascade
5595,POINT (-121.03112164271823 48.36724297502677),3,0.5397,0.3984,0.409,0.4152,0.4869,0.4594,0.4269,0.34,-0.034532897128317,20210825,SouthCascade
5596,POINT (-121.03248677548011 48.367669772639445),3,0.5262,0.564,0.5724,0.562,0.6091,0.5771,0.5223,0.4476,0.0383871858602595,20210825,SouthCascade
5597,POINT (-121.03323017415964 48.367959366398395),3,0.5262,0.462,0.4716,0.4172,0.4077,0.4155,0.3571,0.3009,0.1280673910389452,20210825,SouthCascade
5598,POINT (-121.03383857893554 48.368421017799896),3,0.5311,0.6656,0.648,0.6004,0.5889,0.5514,0.4675,0.4645,0.1748301120818991,20210825,SouthCascade
5599,POINT (-121.03413326764985 48.368069228324266),3,0.5719,0.5392,0.5748,0.5396,0.5577,0.5267,0.4679,0.4127,0.0707973388938536,20210825,SouthCascade
5600,POINT (-121.03465139389658 48.36820857905529),3,0.5883,0.5916,0.6164,0.5804,0.6107,0.5704,0.5103,0.4552,0.0737816498774843,20210825,SouthCascade
5601,POINT (-121.03527633063527 48.36856499702777),3,0.6197,0.726,0.726,0.6972,0.6841,0.6403,0.5788,0.5464,0.1128142244022072,20210825,SouthCascade
5602,POINT (-121.03578287462699 48.368838073727794),3,0.5718,0.6756,0.6724,0.6476,0.6363,0.5893,0.5344,0.5182,0.116694214876033,20210825,SouthCascade
5603,POINT (-121.03624531958965 48.36855428140582),3,0.5333,0.5152,0.5184,0.4832,0.5002,0.463,0.4021,0.3479,0.1232966314182927,20210825,SouthCascade
5604,POINT (-121.03612383434958 48.3681015316081),3,0.6055,0.5428,0.542,0.5072,0.5257,0.4821,0.4256,0.3796,0.121024370095002,20210825,SouthCascade
5605,POINT (-121.0358542649757 48.36769478461946),3,0.6055,0.6348,0.6312,0.6224,0.6356,0.5925,0.5408,0.5041,0.0799591697856414,20210825,SouthCascade
5606,POINT (-121.0354596278481 48.36736693056864),3,0.6435,0.608,0.6364,0.6104,0.6991,0.66,0.629,0.4876,-0.0169765561843169,20210825,SouthCascade
5607,POINT (-121.0349153310061 48.36697546008194),3,0.5999,0.56,0.5816,0.5868,0.6003,0.5825,0.5437,0.5065,0.0147685059345837,20210825,SouthCascade
5608,POINT (-121.03509758571083 48.3675794949231),3,0.6322,0.73,0.7212,0.686,0.665,0.633,0.5701,0.5492,0.122990539189293,20210825,SouthCascade
5609,POINT (-121.03540008438074 48.36792596173728),3,0.6322,0.6704,0.6656,0.6572,0.6815,0.6392,0.566,0.5281,0.0844386929796182,20210825,SouthCascade
5610,POINT (-121.03566473096636 48.368304207934855),3,0.6197,0.6832,0.6712,0.6376,0.6233,0.5781,0.5265,0.5092,0.1295362486566918,20210825,SouthCascade
5611,POINT (-121.03502653064443 48.368122079854075),3,0.6197,0.6476,0.6568,0.6304,0.6281,0.5938,0.5399,0.5026,0.0906947368421051,20210825,SouthCascade
5612,POINT (-121.0344904882972 48.367677992049295),3,0.5719,0.5692,0.5844,0.5668,0.5948,0.5407,0.5011,0.4602,0.0636270204615528,20210825,SouthCascade
5613,POINT (-121.03399380044665 48.36746191590615),3,0.5429,0.6108,0.5992,0.5888,0.6007,0.5574,0.5136,0.4824,0.0864461045891142,20210825,SouthCascade
5614,POINT (-121.03321421586854 48.367163549096546),3,0.5278,0.5428,0.5396,0.5384,0.5651,0.5169,0.4959,0.4622,0.0451525945893905,20210825,SouthCascade
5615,POINT (-121.03279167618126 48.36677429642942),3,0.556,0.5668,0.5836,0.5568,0.5449,0.5124,0.4822,0.4732,0.0806482364156339,20210825,SouthCascade
5616,POINT (-121.03215203151201 48.36633236717057),3,0.6276,0.5728,0.6036,0.5708,0.586,0.5548,0.5195,0.4702,0.0487961182825231,20210825,SouthCascade
5617,POINT (-121.03024701314128 48.36644362194146),3,0.6138,0.4184,0.4408,0.4372,0.4177,0.424,0.3676,0.3586,0.0646310432569974,20210825,SouthCascade
5618,POINT (-121.02925528708087 48.366121053956796),3,0.3893,0.4136,0.432,0.4368,0.4496,0.4267,0.3806,0.364,0.0415512465373961,20210825,SouthCascade
5619,POINT (-121.03015852754216 48.36593059841855),3,0.5801,0.49,0.4976,0.4848,0.5021,0.49,0.4486,0.4145,0.0441082463243127,20210825,SouthCascade
5620,POINT (-121.03128044404473 48.36590242740411),3,0.6123,0.5928,0.6032,0.59,0.6085,0.5732,0.5317,0.4919,0.0543352601156069,20210825,SouthCascade
5621,POINT (-121.03413759186897 48.366336194646436),3,0.5411,0.6592,0.6708,0.6556,0.6587,0.6406,0.5977,0.5877,0.0489299069138356,20210825,SouthCascade
5622,POINT (-121.03251341252778 48.36717102816438),3,0.5278,0.5356,0.5368,0.524,0.5841,0.5582,0.506,0.4358,0.0284178187403993,20210825,SouthCascade
5623,POINT (-121.03219718970249 48.3677497100421),3,0.4901,0.476,0.4736,0.4432,0.4863,0.4514,0.3961,0.3395,0.0916179337231968,20210825,SouthCascade
5624,POINT (-121.03608380121705 48.369074923514866),3,0.5718,0.6732,0.6776,0.6412,0.6255,0.5858,0.5369,0.4921,0.1126353193950912,20210825,SouthCascade
5625,POINT (-121.03914223446738 48.36891560864808),3,0.4618,0.4852,0.4424,0.3716,0.3239,0.3194,0.247,0.2676,0.3253209505599563,20210825,SouthCascade
5626,POINT (-121.04202957386882 48.36876932281481),3,0.4945,0.688,0.7084,0.66,0.6873,0.6138,0.5411,0.4779,0.1195183467577902,20210825,SouthCascade
5627,POINT (-121.02370456509739 48.36129893830134),3,0.3456,0.3814,0.3958,0.3896,0.3791,0.3721,0.3436,0.3347,0.0521379310344827,20210825,SouthCascade
5628,POINT (-121.02355672859774 48.3621904593202),3,0.3824,0.422,0.4272,0.4184,0.4364,0.4442,0.4296,0.4184,-0.0089243776420854,20210825,SouthCascade
5629,POINT (-121.02349084493677 48.36280781881981),3,0.3715,0.5464,0.538,0.4848,0.4653,0.4606,0.4483,0.3713,0.0986227003116517,20210825,SouthCascade
5630,POINT (-121.02426504057293 48.36238499836322),3,0.4081,0.3986,0.399,0.3904,0.4185,0.4385,0.435,0.4211,-0.0436660268714011,20210825,SouthCascade
5631,POINT (-121.02404118584057 48.36291877678764),3,0.4354,0.4704,0.4752,0.462,0.473,0.488,0.4841,0.4608,-0.0143530644316395,20210825,SouthCascade
5632,POINT (-121.02454231661274 48.363243984488236),3,0.4948,0.472,0.4596,0.442,0.4605,0.4689,0.4629,0.4793,0.0097336613541555,20210825,SouthCascade
5633,POINT (-121.02493171781326 48.36358731151726),3,0.4948,0.4896,0.4972,0.482,0.4768,0.4851,0.4629,0.4512,0.0280314960629921,20210825,SouthCascade
5634,POINT (-121.02543008587439 48.36397970281011),3,0.643,0.5284,0.5368,0.5152,0.5412,0.5107,0.4827,0.4407,0.0451982988824052,20210825,SouthCascade
5635,POINT (-121.0251982815119 48.36421750026525),3,0.4467,0.5704,0.5628,0.5384,0.5547,0.5146,0.4777,0.4529,0.0884457589924625,20210825,SouthCascade
5636,POINT (-121.02557141570185 48.36446639775958),3,0.5849,0.5752,0.5908,0.568,0.5913,0.5848,0.5277,0.4975,0.0430682745489165,20210825,SouthCascade
5637,POINT (-121.02532591676984 48.364791351531665),3,0.5548,0.6408,0.6388,0.6348,0.6501,0.608,0.5717,0.5369,0.0569896907216495,20210825,SouthCascade
5638,POINT (-121.02543727502857 48.36527077386044),3,0.4828,0.5904,0.602,0.5712,0.579,0.5274,0.5066,0.4816,0.0763901549680947,20210825,SouthCascade
5639,POINT (-121.02491667828123 48.365415862797036),3,0.4995,0.542,0.5412,0.5236,0.5196,0.4835,0.4166,0.4061,0.130815773002295,20210825,SouthCascade
5640,POINT (-121.02603648756296 48.36566501715393),3,0.4828,0.5196,0.5392,0.5236,0.5399,0.5213,0.4741,0.4391,0.0457884673442688,20210825,SouthCascade
5641,POINT (-121.02689490083182 48.36564714415011),3,0.3852,0.5832,0.5704,0.5488,0.4977,0.4659,0.4309,0.453,0.1501824277684647,20210825,SouthCascade
5642,POINT (-121.0272983896017 48.36540576618888),3,0.3852,0.548,0.5556,0.5384,0.5123,0.4728,0.457,0.4442,0.090547263681592,20210825,SouthCascade
5643,POINT (-121.02725436540075 48.365983196391895),3,0.4245,0.4308,0.4564,0.4296,0.4195,0.3851,0.3437,0.3283,0.1124596513879922,20210825,SouthCascade
5644,POINT (-121.02670934228037 48.36598664887671),3,0.4384,0.4484,0.4544,0.442,0.4568,0.4202,0.3887,0.3588,0.071317644247999,20210825,SouthCascade
5645,POINT (-121.02630546764583 48.36672556900965),3,0.481,0.5284,0.526,0.506,0.4906,0.4559,0.4285,0.4041,0.1043996237851395,20210825,SouthCascade
5646,POINT (-121.02682015368572 48.36721239322793),3,0.5906,0.4676,0.4704,0.4588,0.4625,0.4284,0.3951,0.3815,0.0840384838298365,20210825,SouthCascade
5647,POINT (-121.02738406269717 48.36748496065799),3,0.5199,0.4964,0.4816,0.4568,0.4286,0.4012,0.377,0.3768,0.1367071215937715,20210825,SouthCascade
5648,POINT (-121.02793169674082 48.3676630954982),3,0.4506,0.289,0.2958,0.2696,0.3092,0.3025,0.2897,0.2317,-0.0012096077414896,20210825,SouthCascade
5649,POINT (-121.08591015926952 48.362352332619615),3,0.637,0.632,0.6504,0.6268,0.6361,0.5977,0.5488,0.5106,0.0704607046070461,20210825,SouthCascade
5650,POINT (-121.07971830895593 48.359464902637065),3,0.5705,0.5788,0.5812,0.5372,0.5822,0.5397,0.4903,0.43,0.0827799083341127,20210825,SouthCascade
5651,POINT (-121.07919382455015 48.359197487967435),3,0.5705,0.5644,0.5404,0.518,0.5133,0.4842,0.4528,0.4396,0.1097129374754227,20210825,SouthCascade
5652,POINT (-121.07810923195966 48.35905126483688),3,0.7617,0.5628,0.524,0.4588,0.5206,0.4907,0.459,0.3664,0.1015854374633,20210825,SouthCascade
5653,POINT (-121.08119380839068 48.359885250482044),3,0.5418,0.45,0.4676,0.4868,0.546,0.5031,0.5041,0.4275,-0.0567026517136568,20210825,SouthCascade
5654,POINT (-121.07751435187217 48.35918780082968),3,0.4312,0.598,0.5556,0.5096,0.5285,0.4912,0.4537,0.4127,0.1372064276885043,20210825,SouthCascade
5655,POINT (-121.07676912523569 48.35885788639049),3,0.6529,0.508,0.4916,0.4656,0.4851,0.467,0.4416,0.4111,0.0699241786015164,20210825,SouthCascade
5656,POINT (-121.07554455299588 48.358841582774275),3,0.5826,0.4084,0.3942,0.3702,0.3666,0.3493,0.3136,0.2958,0.1313019390581717,20210825,SouthCascade
5657,POINT (-121.07518488925021 48.36032381749489),3,0.4982,0.5932,0.5548,0.5196,0.4918,0.453,0.4142,0.3988,0.1776851300377208,20210825,SouthCascade
5658,POINT (-121.07255093551068 48.35970460419286),3,0.4772,0.5528,0.5464,0.5248,0.5331,0.5023,0.4743,0.4269,0.0764287800603641,20210825,SouthCascade
5659,POINT (-121.05943793068619 48.35738838990074),3,0.3664,0.3852,0.4016,0.379,0.389,0.346,0.3222,0.2999,0.0890585241730279,20210825,SouthCascade
5660,POINT (-121.059120094306 48.35813964718017),3,0.3855,0.4268,0.4352,0.3972,0.4067,0.3649,0.3287,0.3059,0.1298477829252151,20210825,SouthCascade
5661,POINT (-121.05785975734968 48.35952145641276),3,0.2819,0.2984,0.3142,0.3162,0.3259,0.3108,0.2847,0.2663,0.0234951123306465,20210825,SouthCascade
5662,POINT (-121.05630002890064 48.35984901746338),3,0.3411,0.3824,0.3894,0.3696,0.3875,0.3595,0.3287,0.3019,0.0755168049500773,20210825,SouthCascade
5663,POINT (-121.05728679632477 48.361161889593234),3,0.2484,0.302,0.3134,0.3106,0.298,0.2871,0.2695,0.2643,0.0568678915135607,20210825,SouthCascade
5664,POINT (-121.05916811798382 48.361679180547306),3,0.2121,0.263,0.2846,0.279,0.2835,0.2793,0.2607,0.2508,0.004391827382089,20210825,SouthCascade
5665,POINT (-121.06143755251719 48.360725931230824),3,0.4168,0.4748,0.4772,0.4624,0.4562,0.4268,0.3916,0.3892,0.0960295475530932,20210825,SouthCascade
5666,POINT (-121.062476038244 48.35873813358568),3,0.3531,0.385,0.3924,0.398,0.4092,0.3767,0.3509,0.334,0.046337817638266,20210825,SouthCascade
5667,POINT (-121.0603175271595 48.35695732979958),3,0.3767,0.432,0.4292,0.4296,0.439,0.4049,0.3703,0.3526,0.076903901283809,20210825,SouthCascade
5668,POINT (-121.05315952798452 48.35244063345598),3,0.3645,0.3348,0.3448,0.334,0.3518,0.3245,0.3014,0.2669,0.0524992140836214,20210825,SouthCascade
5669,POINT (-121.05617282896408 48.35414092495856),3,0.3009,0.3582,0.3628,0.3492,0.3436,0.3227,0.2867,0.2846,0.1108699023104357,20210825,SouthCascade
5670,POINT (-121.05535474080877 48.35786260175241),3,0.2087,0.3142,0.3266,0.3234,0.3294,0.3024,0.2801,0.2669,0.0573784284031633,20210825,SouthCascade
5671,POINT (-121.05248768401809 48.353005179928424),3,0.3483,0.355,0.367,0.342,0.3594,0.3296,0.2951,0.2661,0.0921396708198739,20210825,SouthCascade
