,geometry,Class,B2,B3,B4,B5,B6,B8,B11,B12,NDSI,image_date,site_name
167,POINT (-145.46911961615092 63.28759330205217),1,0.8358,0.9008,0.9008,0.8872,0.9047,0.8301,0.7687,0.7348,0.0791254866726564,20210615,Gulkana
168,POINT (-145.47055240132775 63.28627039945192),1,0.8057,0.8856,0.8968,0.88,0.9062,0.8281,0.77,0.724,0.0698236288958685,20210615,Gulkana
169,POINT (-145.47165921885056 63.28759268572147),1,0.8261,0.8688,0.8744,0.8456,0.864,0.7949,0.7264,0.6821,0.0892678034102306,20210615,Gulkana
170,POINT (-145.47337340465592 63.28680251358093),1,0.8187,0.8624,0.8704,0.84,0.8487,0.7902,0.7176,0.6837,0.0916455696202531,20210615,Gulkana
171,POINT (-145.47293123690878 63.285794057890804),1,0.7765,0.8456,0.852,0.8344,0.8511,0.7869,0.7236,0.6885,0.0777466224827937,20210615,Gulkana
172,POINT (-145.4745480448935 63.28567197330976),1,0.8019,0.84,0.848,0.8172,0.8336,0.7663,0.7025,0.6681,0.0891410048622366,20210615,Gulkana
173,POINT (-145.4751037715546 63.286876806114876),1,0.8611,0.8992,0.904,0.8712,0.8963,0.8282,0.7534,0.7029,0.088224615756989,20210615,Gulkana
174,POINT (-145.47716865773984 63.28648067646788),1,0.8675,0.9088,0.9112,0.876,0.886,0.8201,0.7473,0.7076,0.097518265805205,20210615,Gulkana
175,POINT (-145.47739404850978 63.28573029844013),1,0.8553,0.9152,0.9072,0.8792,0.8943,0.8251,0.7513,0.7128,0.0983498349834983,20210615,Gulkana
176,POINT (-145.48048473885774 63.28584693846587),1,0.8798,0.9352,0.9352,0.904,0.9211,0.852,0.7763,0.7329,0.092842535787321,20210615,Gulkana
177,POINT (-145.48277511740636 63.28587134785755),1,0.8793,0.9344,0.9368,0.9032,0.917,0.8437,0.775,0.7323,0.0932490932490932,20210615,Gulkana
178,POINT (-145.4852614414517 63.285702637220005),1,0.8812,0.9368,0.9368,0.9072,0.9262,0.8483,0.7752,0.7328,0.0943925233644859,20210615,Gulkana
179,POINT (-145.48751472895694 63.285252600431285),1,0.8846,0.9368,0.9344,0.9,0.9098,0.8378,0.7675,0.7231,0.0993369711905181,20210615,Gulkana
180,POINT (-145.4904612115258 63.28575782567734),1,0.8541,0.8832,0.8704,0.8432,0.8521,0.7915,0.7216,0.6858,0.1006979062811565,20210615,Gulkana
181,POINT (-145.48882550192795 63.286242341723685),1,0.9039,0.956,0.9504,0.9192,0.9369,0.8605,0.7856,0.7416,0.0978410656867248,20210615,Gulkana
182,POINT (-145.48646003643128 63.28646816057992),1,0.8885,0.9368,0.9456,0.9088,0.9234,0.8494,0.776,0.7352,0.0938813638486688,20210615,Gulkana
183,POINT (-145.48440551729533 63.286669367575804),1,0.8831,0.9336,0.9344,0.9016,0.924,0.8465,0.7751,0.7308,0.0927605782173582,20210615,Gulkana
184,POINT (-145.48204144837766 63.28686724749641),1,0.8861,0.9368,0.9424,0.9096,0.9283,0.8489,0.7813,0.736,0.0905069553576625,20210615,Gulkana
185,POINT (-145.48037296716825 63.2867936994534),1,0.8962,0.952,0.9648,0.9304,0.9534,0.8734,0.8026,0.752,0.085147611991337,20210615,Gulkana
186,POINT (-145.47863818540205 63.286803066806876),1,0.8999,0.9528,0.9608,0.9264,0.9524,0.875,0.8014,0.7524,0.0863071485577471,20210615,Gulkana
187,POINT (-145.47674871821346 63.28739626031043),1,0.8726,0.9176,0.9232,0.8904,0.9081,0.8351,0.764,0.7191,0.0913415794481446,20210615,Gulkana
188,POINT (-145.47442435552577 63.288012654415816),1,0.8789,0.952,0.9568,0.9248,0.9407,0.8704,0.7957,0.7495,0.0894318246838702,20210615,Gulkana
189,POINT (-145.47782628100663 63.28810480139934),1,0.8818,0.944,0.9496,0.9224,0.9456,0.8646,0.7909,0.7477,0.0882471612196667,20210615,Gulkana
190,POINT (-145.48012123726159 63.288045658040915),1,0.8807,0.9256,0.9416,0.9064,0.9276,0.8533,0.7811,0.7326,0.0846663151110329,20210615,Gulkana
191,POINT (-145.4827286473943 63.2879340435673),1,0.8832,0.9344,0.9416,0.9072,0.9252,0.8497,0.7775,0.7344,0.0916525497984695,20210615,Gulkana
192,POINT (-145.48508256294775 63.287931210184446),1,0.8777,0.9312,0.9344,0.9032,0.9169,0.8405,0.77,0.7284,0.0947566423700917,20210615,Gulkana
193,POINT (-145.48777228746215 63.287430046042296),1,0.868,0.9208,0.9296,0.8888,0.9053,0.8318,0.7613,0.7212,0.094821948754533,20210615,Gulkana
194,POINT (-145.48939641725443 63.28716846593614),1,0.8957,0.9656,0.9616,0.928,0.9363,0.8587,0.7898,0.7472,0.1001481143898826,20210615,Gulkana
195,POINT (-145.4924297735078 63.28720059464325),1,0.7334,0.7608,0.7592,0.7276,0.7389,0.6886,0.6335,0.6005,0.0913002940543642,20210615,Gulkana
196,POINT (-145.49250265445843 63.28817719645674),1,0.804,0.7928,0.796,0.7736,0.8062,0.7359,0.6893,0.6333,0.0698333445786383,20210615,Gulkana
197,POINT (-145.4900176153369 63.288318167501465),1,0.8462,0.888,0.9,0.8656,0.9144,0.8349,0.7745,0.694,0.0682706766917293,20210615,Gulkana
198,POINT (-145.48899208743174 63.28897643707948),1,0.8778,0.8976,0.9048,0.8808,0.9053,0.8382,0.7698,0.7039,0.0766462756387189,20210615,Gulkana
199,POINT (-145.49071245151546 63.2868757232332),1,0.8352,0.928,0.9352,0.8944,0.8965,0.8253,0.764,0.724,0.0969267139479905,20210615,Gulkana
200,POINT (-145.48805554596612 63.28793490859105),1,0.8784,0.9016,0.908,0.8768,0.8863,0.8132,0.75,0.7096,0.0917897796076531,20210615,Gulkana
201,POINT (-145.48598140876868 63.287327383982856),1,0.8877,0.944,0.9456,0.908,0.924,0.8458,0.7759,0.7346,0.0977382405953834,20210615,Gulkana
202,POINT (-145.4657047646309 63.27587972689127),1,0.9966,0.972,0.9504,0.9,0.9298,0.8496,0.7814,0.726,0.1087030911372191,20210615,Gulkana
203,POINT (-145.46715690922613 63.27683529106844),1,0.9559,0.988,0.9832,0.9472,0.9644,0.8881,0.8171,0.7672,0.0946761952246412,20210615,Gulkana
204,POINT (-145.46708710511584 63.278150440410016),1,0.8736,0.924,0.9224,0.8912,0.9135,0.8397,0.7713,0.7297,0.0900725535303486,20210615,Gulkana
205,POINT (-145.46552509128966 63.279261537064684),1,0.8696,0.9096,0.9152,0.8872,0.907,0.8309,0.7659,0.7232,0.085765443151298,20210615,Gulkana
206,POINT (-145.4655586304999 63.28020182744831),1,0.8634,0.9264,0.932,0.9056,0.9247,0.8529,0.7833,0.7431,0.0836988945429022,20210615,Gulkana
207,POINT (-145.4654967308627 63.28136667259739),1,0.849,0.8944,0.9064,0.884,0.9057,0.8353,0.7659,0.7252,0.0773956513883032,20210615,Gulkana
208,POINT (-145.4660170747859 63.28257538548094),1,0.8582,0.9192,0.9384,0.912,0.939,0.8594,0.7903,0.748,0.0754021643755484,20210615,Gulkana
209,POINT (-145.466952802929 63.28382616361347),1,0.8472,0.9144,0.924,0.908,0.9231,0.8489,0.7825,0.7413,0.077729978195533,20210615,Gulkana
210,POINT (-145.46588930081404 63.284980226538764),1,0.839,0.8968,0.9144,0.8864,0.9051,0.8311,0.7591,0.7235,0.083157195482819,20210615,Gulkana
211,POINT (-145.4647542285378 63.285907927978094),1,0.8453,0.8976,0.9144,0.8888,0.9079,0.8304,0.7639,0.7219,0.0804694553114655,20210615,Gulkana
212,POINT (-145.4620790809314 63.28595427014517),1,0.8358,0.868,0.8776,0.848,0.8716,0.8021,0.7352,0.6944,0.0828343313373253,20210615,Gulkana
213,POINT (-145.4603822503308 63.28488322203568),1,0.8552,0.9088,0.9232,0.8904,0.9201,0.843,0.7761,0.7263,0.0787583832868419,20210615,Gulkana
214,POINT (-145.45893594655215 63.28381486279515),1,0.8541,0.912,0.9232,0.9072,0.929,0.8536,0.7843,0.7429,0.0752814950185698,20210615,Gulkana
215,POINT (-145.45966783181487 63.282619667283385),1,0.841,0.9032,0.9144,0.8928,0.9122,0.84,0.776,0.736,0.0757503573130061,20210615,Gulkana
216,POINT (-145.45984349338755 63.28089209469001),1,0.8591,0.9256,0.9408,0.9088,0.9337,0.8563,0.788,0.7497,0.080298786181139,20210615,Gulkana
217,POINT (-145.46040434830803 63.27977024097196),1,0.8584,0.9056,0.9088,0.8824,0.9052,0.8315,0.7694,0.7256,0.0813134328358209,20210615,Gulkana
218,POINT (-145.46097717406607 63.27842293126421),1,0.874,0.9232,0.9304,0.8984,0.9168,0.844,0.7765,0.7345,0.0863093487085956,20210615,Gulkana
219,POINT (-145.46138305017047 63.2770738161493),1,0.917,0.9624,0.9584,0.932,0.9447,0.867,0.8009,0.7568,0.0915896330743492,20210615,Gulkana
220,POINT (-145.46162400132 63.27568532150875),1,0.8811,1.2152,1.192,1.1456,1.1313,1.0345,0.9607,0.94,0.1169630957305023,20210615,Gulkana
221,POINT (-145.46399591094496 63.276613252811146),1,0.9964,1.0416,1.0392,1.0048,1.0307,0.9495,0.868,0.8156,0.0909090909090909,20210615,Gulkana
222,POINT (-145.4639319593498 63.277815673338),1,0.888,0.9216,0.9256,0.8896,0.9068,0.8375,0.7696,0.73,0.0898770104068117,20210615,Gulkana
223,POINT (-145.46344473685232 63.279126320064805),1,0.8817,0.9384,0.9432,0.912,0.9371,0.8575,0.7893,0.746,0.0862997048098628,20210615,Gulkana
224,POINT (-145.46244472017761 63.280657014426815),1,0.8524,0.8976,0.9088,0.884,0.911,0.8361,0.7716,0.732,0.0754852624011502,20210615,Gulkana
225,POINT (-145.46247215764828 63.28171003186074),1,0.853,0.908,0.916,0.8952,0.9123,0.8403,0.7747,0.7388,0.0792179235752064,20210615,Gulkana
226,POINT (-145.46281144814085 63.28317998342646),1,0.8635,0.9232,0.9448,0.9232,0.9512,0.8755,0.8047,0.764,0.0685803576595868,20210615,Gulkana
227,POINT (-145.46291836766494 63.28430905222365),1,0.8456,0.8888,0.908,0.8856,0.9026,0.8271,0.7597,0.7204,0.0783136184410069,20210615,Gulkana
228,POINT (-145.46286779937208 63.28682751654831),1,0.8864,0.9696,0.98,0.9528,0.9703,0.8885,0.8215,0.7846,0.0826866171626374,20210615,Gulkana
229,POINT (-145.46622244017414 63.28814197177656),1,0.8737,0.9456,0.9568,0.9344,0.9568,0.8827,0.8135,0.7693,0.0750952191461542,20210615,Gulkana
230,POINT (-145.46088975783124 63.287896480072845),1,0.8772,0.9384,0.9464,0.9216,0.9444,0.8653,0.7957,0.7491,0.0822905253445591,20210615,Gulkana
231,POINT (-145.45963429679415 63.28637902491162),1,0.8465,0.9144,0.9256,0.9024,0.9117,0.8399,0.7654,0.7315,0.0887010358375997,20210615,Gulkana
232,POINT (-145.4543633435527 63.28654752288125),1,0.8017,0.9024,0.916,0.8904,0.9114,0.8355,0.7674,0.7333,0.0808480057491915,20210615,Gulkana
233,POINT (-145.45232482201047 63.28562305853553),1,0.862,0.9264,0.9416,0.9096,0.9228,0.8535,0.7831,0.7412,0.0838256800233986,20210615,Gulkana
234,POINT (-145.45438649118236 63.28455511962504),1,0.8438,0.8952,0.9,0.8784,0.9063,0.8316,0.7642,0.7197,0.0789441966976015,20210615,Gulkana
235,POINT (-145.45667229499836 63.28397834434036),1,0.8275,0.88,0.8936,0.8688,0.8926,0.821,0.7537,0.7132,0.0773091754912162,20210615,Gulkana
236,POINT (-145.45367657551049 63.282216385161526),1,0.8396,0.892,0.9016,0.88,0.9062,0.833,0.7646,0.7153,0.0769045031993239,20210615,Gulkana
237,POINT (-145.45189278758338 63.28121948174894),1,0.8284,0.8792,0.8968,0.8744,0.8908,0.8178,0.748,0.6984,0.0806293018682399,20210615,Gulkana
238,POINT (-145.45006801954906 63.27943256513325),1,0.8072,0.8856,0.908,0.8888,0.9067,0.8333,0.7589,0.7204,0.0770446944359988,20210615,Gulkana
239,POINT (-145.45354089926235 63.28007186723758),1,0.8501,0.9016,0.9144,0.88,0.9071,0.8367,0.7688,0.724,0.0795019157088122,20210615,Gulkana
240,POINT (-145.4568883075997 63.28149926644556),1,0.8162,0.888,0.904,0.8816,0.9032,0.8272,0.7657,0.7216,0.0739553728003869,20210615,Gulkana
241,POINT (-145.45515276179876 63.282721165447015),1,0.8424,0.9072,0.9328,0.9096,0.927,0.8518,0.7773,0.7324,0.0771148708815672,20210615,Gulkana
242,POINT (-145.45696862550503 63.27999624649983),1,0.8762,0.9392,0.9552,0.9272,0.9501,0.8728,0.8018,0.7596,0.0789201608271109,20210615,Gulkana
243,POINT (-145.45311665083767 63.278638563590526),1,0.8664,0.9272,0.9376,0.9072,0.9281,0.8498,0.7847,0.7392,0.0832408435072142,20210615,Gulkana
244,POINT (-145.45755967845773 63.27831077140839),1,0.8805,0.9344,0.9352,0.9064,0.9241,0.8488,0.7815,0.7408,0.089107756862288,20210615,Gulkana
245,POINT (-145.45476054442304 63.27756608493226),1,0.8752,0.932,0.9368,0.9072,0.921,0.8486,0.7772,0.7384,0.0905686871050784,20210615,Gulkana
246,POINT (-145.45053086849387 63.27703137149722),1,0.8715,0.9232,0.9192,0.8856,0.9021,0.8279,0.7592,0.7236,0.0974797907750832,20210615,Gulkana
247,POINT (-145.44956857181617 63.2778480416765),1,0.846,0.9024,0.9048,0.8776,0.8965,0.8183,0.7486,0.7081,0.0931556632344033,20210615,Gulkana
248,POINT (-145.4524110038844 63.276224670711045),1,0.8805,0.9288,0.9248,0.8936,0.9093,0.832,0.7655,0.734,0.096381986661158,20210615,Gulkana
249,POINT (-145.45605848015117 63.276715422189696),1,0.9041,0.9304,0.9312,0.9032,0.9281,0.8519,0.7871,0.7421,0.0834352256186317,20210615,Gulkana
250,POINT (-145.45910590716045 63.27750036710464),1,0.8752,0.912,0.9176,0.8856,0.9061,0.83,0.7651,0.7276,0.0875916761075666,20210615,Gulkana
251,POINT (-145.4584491344079 63.27572618976341),1,1.0855,1.1688,1.1624,1.1152,1.1372,1.0585,0.9753,0.9344,0.0902476563593116,20210615,Gulkana
252,POINT (-145.45437447690787 63.27541885025063),1,1.0273,1.068,1.056,1.0208,1.0428,0.9565,0.8782,0.8288,0.0975233788922002,20210615,Gulkana
253,POINT (-145.44979724154572 63.275143521638384),1,0.9464,1.0344,1.0312,0.996,0.9991,0.9202,0.8433,0.8067,0.101773446237418,20210615,Gulkana
254,POINT (-145.44662242111286 63.27518412639105),1,0.9024,0.9696,0.9536,0.9144,0.9408,0.8629,0.7897,0.7384,0.102256579321321,20210615,Gulkana
255,POINT (-145.4484076749222 63.276143519715035),1,0.8837,0.924,0.9224,0.888,0.8996,0.8237,0.7521,0.7161,0.1025595131555396,20210615,Gulkana
256,POINT (-145.44740292799185 63.27774925787742),1,0.8661,0.9208,0.9224,0.88,0.9057,0.8335,0.7618,0.7229,0.0944966123855936,20210615,Gulkana
257,POINT (-145.4475051875939 63.27895348801403),1,0.5754,0.8328,0.8504,0.8368,0.8563,0.7923,0.7169,0.6688,0.0747886687746015,20210615,Gulkana
258,POINT (-145.44443768677303 63.27854404841748),1,0.7161,0.7452,0.7592,0.7432,0.7484,0.6895,0.6336,0.5928,0.0809399477806788,20210615,Gulkana
259,POINT (-145.44176116673063 63.278627586193245),1,0.7743,0.796,0.812,0.7896,0.8256,0.7576,0.6882,0.6268,0.072631720792346,20210615,Gulkana
260,POINT (-145.4392677809324 63.278412300921175),1,0.8004,0.828,0.8336,0.7972,0.819,0.7547,0.6889,0.644,0.0917001779945942,20210615,Gulkana
261,POINT (-145.43718964937295 63.27823912578856),1,0.6581,0.7852,0.796,0.7704,0.7764,0.7198,0.655,0.62,0.0904041105402027,20210615,Gulkana
262,POINT (-145.43510950704166 63.278103495527404),1,0.7282,0.7432,0.7508,0.7388,0.7508,0.693,0.631,0.598,0.0816475040023285,20210615,Gulkana
263,POINT (-145.43189170116992 63.277391351848124),1,0.7427,0.7668,0.786,0.7808,0.8158,0.7542,0.7023,0.6564,0.0439044312844598,20210615,Gulkana
264,POINT (-145.43740737749738 63.2773015776874),1,0.819,0.8864,0.8896,0.8544,0.8512,0.7818,0.715,0.686,0.1070313475708754,20210615,Gulkana
265,POINT (-145.44078787975658 63.276549076707056),1,0.8233,0.8544,0.8488,0.8144,0.8286,0.7567,0.6893,0.6588,0.1069508324156248,20210615,Gulkana
266,POINT (-145.44358207870218 63.27582768868066),1,0.867,0.8928,0.8864,0.8544,0.8749,0.7992,0.7278,0.6852,0.1018141429100333,20210615,Gulkana
267,POINT (-145.44553820779424 63.276713790690906),1,0.8719,0.932,0.936,0.8936,0.8993,0.8297,0.754,0.7148,0.1055753262158956,20210615,Gulkana
268,POINT (-145.4430084955304 63.27717492676789),1,0.8392,0.864,0.8632,0.8264,0.8517,0.781,0.7073,0.6601,0.0997263412461019,20210615,Gulkana
269,POINT (-145.44023241634838 63.277558126045136),1,0.8492,0.9224,0.9272,0.884,0.8953,0.8123,0.7463,0.7084,0.1055312518727153,20210615,Gulkana
270,POINT (-145.43384980588047 63.275157044381885),1,0.7514,0.7828,0.7772,0.758,0.7622,0.7041,0.6563,0.6308,0.0879021610728928,20210615,Gulkana
271,POINT (-145.43101893661657 63.275013095371854),1,0.7983,0.8304,0.8328,0.8128,0.8402,0.7753,0.729,0.6889,0.0650250096190842,20210615,Gulkana
272,POINT (-145.4269405897913 63.27478012222582),1,0.7619,0.8376,0.844,0.8336,0.8504,0.799,0.7399,0.6932,0.0619334389857369,20210615,Gulkana
273,POINT (-145.4272191044513 63.27579833302758),1,0.7622,0.8008,0.8136,0.8,0.8247,0.7663,0.7121,0.6704,0.0586291228765946,20210615,Gulkana
274,POINT (-145.42902214307207 63.276419792540494),1,0.7646,0.748,0.754,0.7344,0.7646,0.7068,0.6701,0.6148,0.0549326563712008,20210615,Gulkana
275,POINT (-145.4313016790415 63.275956148437984),1,0.7878,0.7752,0.7852,0.7672,0.8034,0.7426,0.6949,0.65,0.0546221345486701,20210615,Gulkana
276,POINT (-145.4290691505384 63.27555556692345),1,0.8055,0.8368,0.8392,0.828,0.8402,0.7805,0.7263,0.69,0.0706928539440855,20210615,Gulkana
277,POINT (-145.48537420560413 63.29063467546321),1,0.8839,0.9664,0.9752,0.936,0.9564,0.8778,0.8011,0.7571,0.0935219236209335,20210615,Gulkana
278,POINT (-145.48641449946032 63.289064804551266),1,0.8913,0.9528,0.9648,0.928,0.9374,0.8558,0.7875,0.7523,0.0949836235131873,20210615,Gulkana
279,POINT (-145.48344854292554 63.28879373232571),1,0.8765,0.9256,0.9344,0.9,0.9172,0.8422,0.7662,0.7284,0.094219174843362,20210615,Gulkana
280,POINT (-145.48330443176175 63.28951080139689),1,0.8902,0.9368,0.9456,0.9088,0.9267,0.8556,0.78,0.7352,0.0913327120223671,20210615,Gulkana
281,POINT (-145.48174966474224 63.29073982200974),1,0.8675,0.8952,0.9032,0.8656,0.8757,0.8003,0.7361,0.7032,0.097529577637467,20210615,Gulkana
282,POINT (-145.48033593883537 63.28928754442538),1,0.8624,0.9104,0.9104,0.8824,0.8955,0.8268,0.7539,0.7171,0.094033527609205,20210615,Gulkana
283,POINT (-145.47768409530659 63.28911551566232),1,0.899,0.992,1.0032,0.9776,1.0025,0.9181,0.8455,0.7971,0.0797278911564625,20210615,Gulkana
284,POINT (-145.47827439399327 63.290032053006854),1,0.8062,0.8816,0.892,0.8584,0.8694,0.7986,0.7313,0.7,0.0931861863723728,20210615,Gulkana
285,POINT (-145.47874825282875 63.29113897207806),1,0.903,0.988,1.0008,0.9744,0.9985,0.9153,0.8376,0.794,0.0823838737949167,20210615,Gulkana
286,POINT (-145.47545036531397 63.29110372518805),1,0.89,0.9664,0.9704,0.936,0.9493,0.8718,0.7925,0.7608,0.098868611063733,20210615,Gulkana
287,POINT (-145.47455870792928 63.28984860090509),1,0.8911,0.9584,0.964,0.9328,0.9519,0.8785,0.8019,0.7529,0.0889053002329148,20210615,Gulkana
288,POINT (-145.46993896807695 63.28864929832172),1,0.8479,0.8632,0.868,0.8336,0.863,0.7947,0.7297,0.6775,0.0838094042312762,20210615,Gulkana
289,POINT (-145.4713749594692 63.28967075930061),1,0.8733,0.9288,0.9368,0.8976,0.9276,0.851,0.7792,0.7316,0.0875878220140514,20210615,Gulkana
290,POINT (-145.47215502134713 63.29102052216221),1,0.8962,0.9784,0.9928,0.9544,0.9778,0.9022,0.8203,0.7717,0.0878968143659309,20210615,Gulkana
291,POINT (-145.47050853565563 63.29196099872695),1,0.8618,0.888,0.8976,0.8656,0.8793,0.811,0.7428,0.6984,0.0890360559234731,20210615,Gulkana
292,POINT (-145.46814516980635 63.29236677475467),1,0.8049,0.8712,0.8944,0.868,0.9022,0.8349,0.7688,0.707,0.0624390243902438,20210615,Gulkana
293,POINT (-145.46919154140915 63.290701273235186),1,0.873,0.9408,0.9544,0.9224,0.9357,0.8579,0.7899,0.7431,0.0871901542728375,20210615,Gulkana
294,POINT (-145.46840654576647 63.28944725400561),1,0.87,0.936,0.9432,0.9104,0.9289,0.85,0.7764,0.7368,0.0932025227750525,20210615,Gulkana
295,POINT (-145.4640858646156 63.28863423045458),1,0.829,0.8784,0.8832,0.8568,0.8666,0.7904,0.722,0.694,0.097725568607848,20210615,Gulkana
296,POINT (-145.465392360085 63.29008552136464),1,0.8612,0.9344,0.9352,0.904,0.9325,0.8559,0.78,0.7325,0.0900606626224918,20210615,Gulkana
297,POINT (-145.46585809038052 63.29133612096742),1,0.8478,0.924,0.9424,0.9104,0.9355,0.8552,0.7839,0.7367,0.0820305638503425,20210615,Gulkana
298,POINT (-145.4647433178971 63.292282256267555),1,0.8789,0.9408,0.9496,0.924,0.9436,0.8676,0.7894,0.748,0.0875043347589873,20210615,Gulkana
299,POINT (-145.46219513164985 63.29215896464244),1,0.8468,0.952,0.9632,0.9432,0.9604,0.8872,0.8088,0.7679,0.0813266696955929,20210615,Gulkana
300,POINT (-145.46074913021653 63.291328930340896),1,0.84,0.9128,0.9288,0.9024,0.9142,0.8425,0.7678,0.7292,0.0862787099845292,20210615,Gulkana
301,POINT (-145.45857133466433 63.29025142998434),1,0.8505,0.9192,0.9352,0.896,0.9219,0.8454,0.7682,0.7282,0.0894867844020386,20210615,Gulkana
302,POINT (-145.45733060858288 63.28956730138497),1,0.8528,0.892,0.9,0.868,0.8775,0.8086,0.7402,0.7064,0.093003308418086,20210615,Gulkana
303,POINT (-145.45959773920953 63.288969036110416),1,0.8702,0.9336,0.9416,0.9088,0.9432,0.8678,0.7857,0.7384,0.0860233816087942,20210615,Gulkana
304,POINT (-145.46192012571674 63.28932947506454),1,0.8806,0.9168,0.9328,0.9008,0.9171,0.8385,0.7715,0.7271,0.0860629035124089,20210615,Gulkana
305,POINT (-145.46111678356613 63.290422665529654),1,0.846,0.9216,0.932,0.9,0.9269,0.8455,0.7789,0.7256,0.0839164951484857,20210615,Gulkana
306,POINT (-145.46319085270648 63.291451100279424),1,0.8942,0.9568,0.9696,0.9456,0.9719,0.886,0.8157,0.7588,0.0796050775740479,20210615,Gulkana
307,POINT (-145.46334821877053 63.29049465498635),1,0.8455,0.9232,0.9344,0.9048,0.9233,0.847,0.7742,0.7296,0.0877813125957346,20210615,Gulkana
308,POINT (-145.46682187604873 63.29321848436845),1,0.7436,0.8864,0.9024,0.8824,0.9101,0.8407,0.7738,0.7265,0.067823153836887,20210615,Gulkana
309,POINT (-145.46755794683625 63.29429753378286),1,0.7337,0.8712,0.8872,0.8624,0.8808,0.8124,0.7462,0.7154,0.0772845307283294,20210615,Gulkana
310,POINT (-145.4662978512925 63.29511707998545),1,0.8303,0.9288,0.948,0.924,0.9513,0.8782,0.8055,0.7596,0.0710949662688116,20210615,Gulkana
311,POINT (-145.46766853604248 63.295203234074904),1,0.7985,0.98,0.9872,0.9624,0.9705,0.9058,0.8373,0.792,0.0785230836955923,20210615,Gulkana
312,POINT (-145.46163565095355 63.29525725065234),1,0.9034,0.996,1.004,0.9784,1.0028,0.9206,0.8371,0.794,0.0866837597512411,20210615,Gulkana
313,POINT (-145.45671926197468 63.2952040926361),1,1.0113,1.0712,1.0672,1.0272,1.0396,0.954,0.8777,0.8366,0.0992867771563445,20210615,Gulkana
314,POINT (-145.4542320945308 63.29522474170898),1,0.9879,1.0936,1.1032,1.0672,1.0741,0.9915,0.9009,0.8655,0.0966156931561794,20210615,Gulkana
315,POINT (-145.45747770649962 63.293879336804125),1,0.6354,0.756,0.7656,0.7448,0.7999,0.7372,0.6855,0.6187,0.0489073881373569,20210615,Gulkana
316,POINT (-145.44903990117086 63.295382554007354),1,0.8714,0.9424,0.9424,0.9176,0.9449,0.8666,0.8022,0.7563,0.0803622606901295,20210615,Gulkana
